Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,7,3,4,42.9%,8-9,47.1%,79-85,48.2%,2-1,66.7%,7,64.6%,30.5%,9.7%,5.7%,64.5%,67.7%,37.6%,57.0%,42.3%,49.6%,0.99,R32 (2x)
2021,18,12,6,66.7%,23-11,67.6%,185-135,57.8%,2-2,50.0%,17,75.9%,40.0%,8.8%,4.5%,57.2%,72.3%,47.9%,61.9%,45.5%,53.4%,1.19,SF (2x)
2020,23,17,6,73.9%,39-17,69.6%,311-229,57.6%,6-5,54.5%,22,81.8%,33.3%,10.8%,3.5%,59.9%,72.6%,49.2%,63.3%,43.5%,53.4%,1.18,W (Auckland)
2019,33,25,8,75.8%,51-16,76.1%,359-227,61.3%,0-0,-,31,80.1%,41.2%,11.4%,4.9%,59.4%,75.2%,49.1%,64.6%,46.2%,55.1%,1.31,F (3x)
2018,25,18,7,72.0%,37-15,71.2%,270-203,57.1%,3-0,100.0%,24,79.2%,33.9%,11.4%,5.5%,59.4%,74.4%,48.3%,63.8%,43.5%,53.6%,1.20,F (2x)
2017,9,8,1,88.9%,17-2,89.5%,112-68,62.2%,1-0,100.0%,9,82.6%,41.4%,12.9%,6.3%,56.2%,79.0%,47.5%,65.2%,45.5%,55.1%,1.31,W (Australian Open)
2016,44,38,6,86.4%,78-16,83.0%,543-318,63.1%,8-2,80.0%,44,82.3%,42.9%,12.6%,5.0%,60.4%,75.5%,49.2%,65.1%,47.3%,55.9%,1.36,W (2x)
2015,59,53,6,89.8%,107-24,81.7%,742-445,62.5%,9-2,81.8%,50,80.9%,45.6%,15.0%,5.5%,59.4%,75.6%,53.3%,66.5%,46.4%,56.2%,1.38,W (5x)
2014,62,52,10,83.9%,107-21,83.6%,717-414,63.4%,8-0,100.0%,56,-,-,13.0%,5.8%,59.0%,75.4%,50.4%,65.2%,47.8%,56.2%,1.37,W (7x)
2013,83,78,5,94.0%,160-18,89.9%,1034-457,69.3%,3-3,50.0%,75,50.0%,24.0%,10.6%,3.8%,62.6%,74.7%,51.5%,66.0%,51.3%,58.6%,1.51,W (11x)
2012,64,58,6,90.6%,113-15,88.3%,745-358,67.5%,3-2,60.0%,55,-,-,15.9%,3.9%,60.2%,78.5%,55.2%,69.2%,48.3%,58.2%,1.57,W (7x)
2011,26,22,4,84.6%,45-12,78.9%,318-185,63.2%,3-2,60.0%,25,-,-,12.6%,3.9%,58.9%,76.8%,52.8%,66.9%,45.4%,56.1%,1.37,W (2x)
2010,29,25,4,86.2%,53-14,79.1%,378-243,60.9%,10-2,83.3%,29,-,-,12.5%,4.2%,62.1%,75.3%,45.6%,64.1%,45.6%,54.5%,1.27,W (2x)
2009,63,50,13,79.4%,103-35,74.6%,773-538,59.0%,8-8,50.0%,57,-,-,9.6%,4.3%,60.3%,74.0%,48.1%,63.7%,45.3%,54.2%,1.25,W (3x)
2008,53,44,9,83.0%,92-24,79.3%,647-408,61.3%,5-2,71.4%,44,-,-,10.1%,4.1%,61.3%,72.4%,44.7%,61.7%,47.0%,54.3%,1.23,W (4x)
2007,45,35,10,77.8%,74-22,77.1%,531-363,59.4%,9-3,75.0%,43,-,-,9.3%,3.8%,60.0%,69.1%,48.2%,60.8%,46.3%,53.5%,1.18,W (2x)
2006,16,12,4,75.0%,25-11,69.4%,189-126,60.0%,0-3,0.0%,15,-,-,9.8%,4.6%,59.2%,74.0%,45.6%,62.4%,46.0%,54.2%,1.22,SF (2x)
2005,30,21,9,70.0%,43-20,68.3%,328-244,57.3%,1-7,12.5%,14,-,-,8.9%,4.0%,61.0%,72.5%,50.1%,63.8%,46.9%,54.8%,1.29,W (Australian Open)
2004,50,39,11,78.0%,81-27,75.0%,592-385,60.6%,4-3,57.1%,16,-,-,10.0%,4.0%,61.1%,71.3%,52.4%,63.9%,48.0%,55.7%,1.33,W (2x)
2003,41,38,3,92.7%,78-12,86.7%,519-268,65.9%,2-0,100.0%,13,-,-,6.5%,3.4%,61.0%,72.4%,49.4%,63.4%,50.4%,56.8%,1.38,W (4x)
2002,61,56,5,91.8%,115-17,87.1%,767-411,65.1%,11-1,91.7%,0,,,,,,,,,,,,W (8x)
2001,45,38,7,84.4%,80-21,79.2%,573-325,63.8%,5-5,50.0%,0,,,,,,,,,,,,W (2x)
2000,45,37,8,82.2%,76-19,80.0%,526-298,63.8%,4-3,57.1%,0,,,,,,,,,,,,W (3x)
1999,48,41,7,85.4%,81-21,79.4%,559-333,62.7%,6-0,100.0%,0,,,,,,,,,,,,W (5x)
1998,37,26,11,70.3%,50-29,63.3%,391-293,57.2%,3-3,50.0%,0,,,,,,,,,,,,SF (Sydney)
1997,5,3,2,60.0%,5-4,55.6%,46-37,55.4%,1-1,50.0%,0,,,,,,,,,,,,SF (Chicago)
Career,1021,849,172,83.2%,1741-452,79.4%,12234-7396,62.3%,117-60,66.1%,646,79.6%,39.9%,11.5%,4.5%,60.3%,74.3%,49.6%,64.5%,46.9%,55.5%,1.32,
