Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 US Open R32,L vs Tomljanovic,22.6%,35.8%,41.3%,31.1%,49.2%,47.6%,47.8%,34.2%,28.6%,13.2%,21.1%,33.3%,5.3%,21.1%,0.0%,9
2022 US Open R64,W vs Kontaveit,35.0%,46.0%,40.7%,45.3%,60.9%,51.4%,48.0%,46.2%,85.7%,20.0%,23.3%,25.0%,7.1%,6.3%,0.0%,73
2022 US Open R128,W vs Kovinic,30.8%,44.6%,53.8%,41.9%,60.5%,60.0%,52.2%,30.0%,40.0%,12.5%,18.8%,42.9%,0.0%,20.0%,25.0%,-14
2022 Toronto R64,W vs Parrizas Diaz,22.3%,39.4%,50.0%,31.7%,49.2%,51.2%,26.7%,21.2%,25.0%,3.6%,21.4%,48.1%,0.0%,46.7%,33.3%,-81
2022 Wimbledon R128,L vs Tan,19.3%,33.9%,50.6%,20.8%,41.7%,52.6%,45.9%,45.7%,44.4%,17.6%,20.6%,46.4%,0.0%,23.8%,50.0%,-6
2021 Roland Garros R16,L vs Rybakina,19.6%,25.5%,40.0%,27.6%,31.0%,42.9%,55.6%,27.3%,0.0%,9.5%,19.0%,36.8%,0.0%,85.7%,100.0%,-49
2021 Roland Garros R64,W vs Buzarnescu,35.4%,50.0%,54.9%,46.2%,59.6%,53.6%,59.1%,30.0%,20.0%,17.9%,35.7%,56.5%,28.6%,35.7%,100.0%,-23
2021 Australian Open SF,L vs Osaka,26.0%,36.0%,38.9%,43.5%,60.9%,38.5%,45.5%,33.3%,-,11.5%,15.4%,39.1%,0.0%,43.8%,66.7%,-59
2021 Australian Open QF,W vs Halep,27.7%,34.0%,45.5%,38.5%,50.0%,62.5%,73.3%,36.4%,0.0%,15.0%,15.0%,29.4%,0.0%,35.7%,100.0%,-46
2021 Australian Open R16,W vs Sabalenka,30.3%,39.4%,47.5%,45.1%,60.8%,60.7%,39.1%,53.6%,66.7%,17.5%,20.0%,36.4%,6.7%,48.0%,33.3%,49
2021 Australian Open R32,W vs Potapova,37.3%,41.3%,39.5%,57.4%,63.8%,45.0%,37.5%,35.5%,30.0%,4.2%,4.2%,34.8%,0.0%,36.4%,-,-77
2021 Australian Open R128,W vs Siegemund,41.2%,58.8%,57.9%,45.0%,60.0%,63.6%,57.1%,30.8%,-,38.5%,61.5%,50.0%,0.0%,20.0%,-,-18
2020 US Open SF,L vs Azarenka,29.9%,40.3%,45.1%,39.2%,52.9%,54.8%,54.5%,48.3%,60.0%,13.0%,17.4%,30.0%,0.0%,27.3%,-,14
2020 US Open QF,W vs Pironkova,39.1%,47.8%,43.6%,49.2%,57.4%,48.4%,63.0%,38.2%,50.0%,20.0%,30.0%,37.5%,0.0%,50.0%,0.0%,-65
2020 US Open R16,W vs Sakkari,37.7%,44.3%,46.9%,49.1%,54.4%,44.8%,47.4%,47.4%,25.0%,25.5%,34.0%,48.6%,4.2%,34.8%,0.0%,-55
2020 Australian Open R32,L vs Wang,28.0%,35.6%,48.1%,43.9%,53.0%,45.9%,48.3%,48.6%,60.0%,8.3%,14.6%,50.0%,8.3%,50.0%,50.0%,-30
2020 Auckland F,W vs Pegula,25.8%,40.9%,57.1%,27.9%,44.2%,61.3%,57.1%,50.0%,50.0%,21.7%,34.8%,50.0%,0.0%,20.0%,50.0%,-104
2020 Auckland SF,W vs Anisimova,52.6%,55.3%,50.0%,65.4%,69.2%,33.3%,38.5%,23.1%,100.0%,25.0%,25.0%,66.7%,16.7%,0.0%,-,-104
2019 US Open F,L vs Andreescu,26.0%,35.1%,36.7%,50.0%,64.7%,47.1%,56.3%,33.3%,25.0%,8.6%,14.3%,31.3%,0.0%,37.5%,50.0%,-38
2019 US Open SF,W vs Svitolina,31.3%,47.9%,65.6%,39.3%,64.3%,76.5%,43.8%,58.3%,100.0%,21.1%,26.3%,53.3%,14.3%,66.7%,0.0%,-43
Career (237 matches),,31.6%,41.5%,47.8%,42.2%,54.8%,52.1%,53.2%,41.6%,40.3%,18.0%,25.0%,42.7%,10.1%,43.2%,50.3%,30
