Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R32,L vs Tomljanovic,96.3,102.5,7.0,104.6,99.2,117,70,86.6,6.7,95.3,82.5,99,75
2022 US Open R64,W vs Kontaveit,96.3,101.5,8.7,105.6,97.2,119,67,85.2,5.7,94.5,,98,73
2022 US Open R128,W vs Kovinic,96.6,101.3,7.0,105.6,101.1,117,86,84.1,5.6,91.0,82.0,96,73
2022 Wimbledon R128,L vs Tan,97.3,105.0,7.7,108.2,101.7,118,88,80.9,8.3,88.5,69.0,102,64
2021 Wimbledon R128,L vs Sasnovich,96.3,100.5,8.4,103.2,89.7,113,83,89.6,4.5,,91.0,99,84
2019 US Open F,L vs Andreescu,97.6,107.5,6.7,109.3,102.6,120,92,87.9,6.7,93.0,85.0,104,72
2019 US Open SF,W vs Svitolina,99.1,108.3,6.9,111.5,104.7,119,96,85.6,7.4,,85.0,98,68
2019 US Open QF,W vs Wang,96.6,103.9,8.3,106.0,97.8,119,88,85.0,2.8,,84.0,90,78
2019 US Open R16,W vs Martic,93.9,101.1,11.1,108.2,93.2,118,72,79.4,5.3,85.7,76.0,89,68
2019 US Open R32,W vs Muchova,97.5,104.1,7.2,106.5,103.1,117,86,85.2,4.6,87.7,,92,76
2019 US Open R64,W vs Mcnally,98.6,104.8,7.9,109.3,102.8,120,88,86.3,5.4,90.0,80.0,95,75
2019 US Open R128,W vs Sharapova,100.0,105.0,5.0,105.6,104.6,115,97,92.6,5.9,96.4,88.5,102,77
2019 Wimbledon F,L vs Halep,99.5,104.3,6.7,107.1,99.3,118,96,88.4,5.9,98.5,82.0,102,80
2019 Wimbledon SF,W vs Strycova,102.2,108.8,5.4,111.0,107.3,121,100,91.0,5.3,95.3,91.0,101,79
2019 Wimbledon QF,W vs Riske Amritraj,101.7,108.2,6.2,111.8,104.5,121,99,92.5,5.3,96.0,92.8,103,81
2019 Wimbledon R16,W vs Suarez Navarro,99.4,104.7,5.8,107.0,101.5,115,96,90.4,3.6,91.0,89.0,95,84
2019 Wimbledon R32,W vs Goerges,104.2,108.4,6.9,111.7,105.3,120,93,94.2,6.0,100.0,89.0,105,83
2019 Wimbledon R64,W vs Juvan,101.8,107.5,6.8,111.2,103.0,121,95,93.9,6.7,100.3,86.0,105,79
2019 Wimbledon R128,W vs Gatto Monticone,103.1,108.2,6.8,111.4,105.2,122,93,92.2,5.0,95.6,88.0,105,84
2019 Roland Garros R32,L vs Kenin,97.4,101.4,6.2,,,115,88,90.1,5.1,,,101,83
Career (165 matches),,99.3,106.0,7.6,108.9,102.4,128,67,88.1,6.0,92.6,85.0,110,62
