Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 US Open R32,L vs Tomljanovic,44% (7/16),71% (5/7),1/8,53% (8/15),0% (0/8),2/5,0/2,0/0,0/0,0/0
2022 US Open R64,W vs Kontaveit,50% (7/14),71% (5/7),2/5,50% (7/14),29% (2/7),1/4,0/1,2/2,0/0,0/0
2022 US Open R128,W vs Kovinic,78% (7/9),71% (5/7),1/2,44% (4/9),50% (2/4),3/4,1/1,0/0,0/0,0/0
2022 Toronto R64,W vs Parrizas Diaz,44% (4/9),75% (3/4),0/1,50% (5/10),80% (4/5),2/3,2/2,0/0,1/1,0/0
2021 Roland Garros R16,L vs Rybakina,27% (3/11),100% (3/3),2/5,50% (5/10),0% (0/5),2/3,0/0,0/0,0/0,0/0
2021 Roland Garros R32,W vs Collins,60% (6/10),67% (4/6),0/2,20% (2/10),0% (0/2),3/4,2/2,0/0,1/1,0/0
2021 Roland Garros R64,W vs Buzarnescu,71% (10/14),50% (5/10),1/1,21% (3/14),33% (1/3),4/4,1/1,1/2,0/0,0/0
2021 Roland Garros R128,W vs Begu,50% (5/10),100% (5/5),2/3,40% (4/10),25% (1/4),3/4,1/2,0/0,1/1,0/0
2021 Australian Open SF,L vs Osaka,40% (4/10),50% (2/4),0/4,44% (4/9),0% (0/4),1/2,0/0,1/1,0/0,0/0
2021 Australian Open QF,W vs Halep,67% (6/9),100% (6/6),2/3,33% (3/9),0% (0/3),3/5,1/1,0/0,0/0,0/0
2021 Australian Open R16,W vs Sabalenka,50% (7/14),57% (4/7),1/4,43% (6/14),33% (2/6),1/2,0/0,1/1,0/0,0/0
2021 Australian Open R32,W vs Potapova,60% (6/10),83% (5/6),3/3,40% (4/10),25% (1/4),3/4,0/0,2/2,0/0,0/0
2021 Australian Open R64,W vs Stojanovic,57% (4/7),100% (4/4),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2021 Australian Open R128,W vs Siegemund,86% (6/7),100% (6/6),1/1,14% (1/7),0% (0/1),5/5,1/1,0/0,0/0,0/0
2020 Roland Garros R128,W vs Ahn,56% (5/9),100% (5/5),1/2,33% (3/9),33% (1/3),4/5,1/1,0/0,1/1,0/0
2020 US Open SF,L vs Azarenka,31% (4/13),75% (3/4),0/2,42% (5/12),40% (2/5),2/2,0/0,1/2,0/0,1/1
2020 US Open QF,W vs Pironkova,38% (5/13),80% (4/5),1/2,21% (3/14),33% (1/3),4/4,2/2,1/1,1/1,0/0
2020 Australian Open R32,L vs Wang,24% (4/17),25% (1/4),0/2,47% (8/17),63% (5/8),1/1,0/0,2/3,0/0,2/3
2020 Australian Open R64,W vs Zidansek,78% (7/9),57% (4/7),0/0,25% (2/8),100% (2/2),3/3,1/1,0/0,0/0,0/0
2020 Australian Open R128,W vs Potapova,71% (5/7),100% (5/5),1/1,25% (2/8),50% (1/2),4/4,1/1,0/0,1/1,0/0
2022 (4 matches),,52.1%,72.0%,25.0%,50.0%,33.3%,50.0%,50.0%,100.0%,100.0%,-
2021 (10 matches),,55.9%,77.2%,46.2%,33.7%,20.6%,78.4%,88.9%,83.3%,100.0%,-
2020 (8 matches),,48.8%,73.2%,30.0%,30.6%,53.8%,96.2%,100.0%,66.7%,100.0%,75.0%
2019 (25 matches),,52.5%,80.5%,36.6%,25.5%,29.2%,86.5%,83.8%,44.4%,78.9%,66.7%
2018 (24 matches),,44.6%,75.7%,29.5%,30.1%,30.6%,80.6%,92.0%,66.7%,86.7%,66.7%
Career (472 matches),,54.6%,79.8%,38.7%,29.3%,35.1%,83.6%,82.9%,75.6%,82.0%,74.7%
