Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,5,3,2,60.0%,3,0,3,0.0%,1991,1992,R32,5,0.99,5.3%,3.6%,55.4%,71.8%,50.8%,62.4%,37.2%,66.1%,34.4%
Roland Garros,9,Clay,28,19,9,67.9%,14,7,7,50.0%,1984,1992,QF,1,0.68,6.3%,5.0%,55.0%,56.8%,47.2%,52.5%,32.1%,45.5%,66.7%
Wimbledon,1,Grass,2,1,1,50.0%,1,1,0,100.0%,1986,1986,R64,0,,,,,,,,,,
US Open,7,Hard,13,6,7,46.2%,7,2,5,28.6%,1985,1991,R32,1,0.76,4.7%,5.7%,52.8%,66.1%,46.0%,56.6%,33.0%,60.0%,28.6%
Olympics,1,,4,3,1,75.0%,1,0,1,0.0%,1988,1988,QF,0,,,,,,,,,,
Davis Cup,9,,31,14,17,45.2%,5,4,1,80.0%,1984,1992,,0,,,,,,,,,,
Barcelona,10,Clay,34,25,9,73.5%,9,9,0,100.0%,1983,1992,W,8,1.08,4.4%,2.4%,58.3%,66.2%,53.5%,60.9%,42.2%,52.8%,40.5%
Kitzbuhel,6,Clay,20,14,6,70.0%,6,2,4,33.3%,1984,1993,F,5,1.03,3.9%,2.5%,49.0%,72.0%,50.0%,60.8%,40.2%,51.9%,34.1%
Monte Carlo,5,Clay,16,11,5,68.8%,3,0,3,0.0%,1985,1989,F,0,,,,,,,,,,
Dusseldorf,5,Clay,16,12,4,75.0%,5,2,3,40.0%,1986,1990,W,0,,,,,,,,,,
Indianapolis,5,Hard,15,10,5,66.7%,2,1,1,50.0%,1984,1990,SF,0,,,,,,,,,,
Stuttgart Outdoor,5,Clay,14,11,3,78.6%,2,2,0,100.0%,1986,1991,W,1,0.80,4.8%,1.6%,54.8%,70.6%,39.3%,56.5%,34.8%,40.0%,33.3%
