Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1993,5,1,4,20.0%,2-9,18.2%,46-65,41.4%,1-2,33.3%,5,63.0%,20.4%,3.9%,3.3%,48.1%,65.8%,44.1%,54.5%,37.4%,46.4%,0.82,R16 (Mexico City)
1992,39,18,21,46.2%,44-54,44.9%,461-490,48.5%,7-5,58.3%,36,72.4%,25.5%,6.3%,3.4%,50.5%,68.5%,50.4%,59.5%,40.1%,49.8%,0.99,QF (5x)
1991,48,25,23,52.1%,56-63,47.1%,578-581,49.9%,5-12,29.4%,44,74.5%,26.0%,5.9%,3.0%,53.2%,70.0%,50.7%,61.0%,38.5%,49.7%,0.99,W (Nice)
1990,58,34,24,58.6%,75-59,56.0%,630-591,51.6%,13-9,59.1%,0,,,,,,,,,,,,W (2x)
1989,66,51,15,77.3%,106-43,71.1%,793-602,56.8%,13-7,65.0%,0,,,,,,,,,,,,W (5x)
1988,51,29,22,56.9%,73-54,57.5%,592-517,53.4%,4-6,40.0%,0,,,,,,,,,,,,F (Monte Carlo)
1987,67,46,21,68.7%,95-54,63.8%,737-592,55.5%,14-8,63.6%,0,,,,,,,,,,,,W (2x)
1986,58,42,16,72.4%,88-47,65.2%,693-533,56.5%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
1985,58,39,19,67.2%,84-54,60.9%,664-556,54.4%,10-1,90.9%,0,,,,,,,,,,,,W (Buenos Aires)
1984,21,11,10,52.4%,25-24,51.0%,228-227,50.1%,1-2,33.3%,0,,,,,,,,,,,,QF (2x)
1983,7,4,3,57.1%,9-7,56.3%,75-73,50.7%,1-0,100.0%,0,,,,,,,,,,,,QF (Bordeaux)
1982,2,1,1,50.0%,3-3,50.0%,25-27,48.1%,0-0,-,0,,,,,,,,,,,,R16 (Palermo)
Career,480,301,179,62.7%,660-471,58.4%,5522-4854,53.2%,74-55,57.4%,85,72.9%,25.5%,6.0%,3.2%,51.7%,69.2%,50.1%,60.0%,39.1%,49.6%,0.98,
