Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,92,51,41,55.4%,123-109,53.0%,1125-1049,51.7%,17-18,48.6%,28,75.3%,23.6%,7.8%,4.1%,51.2%,72.2%,49.4%,61.1%,38.6%,49.5%,0.99
Clay,348,231,117,66.4%,490-306,61.6%,3929-3290,54.4%,46-32,59.0%,52,71.6%,27.5%,4.4%,2.6%,52.4%,67.4%,50.2%,59.2%,40.1%,49.8%,0.98
Grass,9,4,5,44.4%,17-18,48.6%,162-170,48.8%,4-0,100.0%,0,,,,,,,,,,,
Carpet,31,15,16,48.4%,30-38,44.1%,306-345,47.0%,7-5,58.3%,5,71.9%,16.7%,10.2%,4.5%,48.0%,69.9%,52.5%,60.9%,32.4%,47.6%,0.83
Grand Slams,48,29,19,60.4%,85-68,55.6%,724-657,52.4%,10-15,40.0%,7,75.4%,21.3%,5.3%,4.0%,55.0%,69.5%,49.7%,60.6%,36.1%,48.1%,0.92
Masters,48,16,32,33.3%,41-70,36.9%,493-569,46.4%,6-11,35.3%,14,63.0%,23.8%,5.7%,3.4%,51.7%,62.5%,46.0%,54.5%,38.3%,46.3%,0.84
Other Tours,353,242,111,68.6%,487-275,63.9%,3820-3121,55.0%,54-28,65.9%,64,74.8%,26.6%,6.1%,3.0%,51.2%,70.7%,51.1%,61.1%,39.9%,50.6%,1.03
Best of 5,88,49,39,55.7%,157-139,53.0%,1389-1308,51.5%,15-19,44.1%,7,75.4%,21.3%,5.3%,4.0%,55.0%,69.5%,49.7%,60.6%,36.1%,48.1%,0.92
Best of 3,392,252,140,64.3%,503-332,60.2%,4133-3546,53.8%,59-36,62.1%,78,72.6%,26.1%,6.0%,3.1%,51.3%,69.1%,50.1%,59.9%,39.6%,49.8%,0.99
Finals,20,13,7,65.0%,28-21,57.1%,242-222,52.2%,4-3,57.1%,1,64.3%,37.5%,4.1%,1.0%,45.9%,68.9%,49.1%,58.2%,43.8%,51.3%,1.05
Semi-finals,33,19,14,57.6%,40-35,53.3%,358-342,51.1%,3-1,75.0%,3,64.7%,14.7%,2.1%,5.2%,49.4%,66.1%,48.3%,57.1%,36.3%,46.9%,0.85
Quarter-finals,65,33,32,50.8%,69-74,48.3%,642-658,49.4%,10-6,62.5%,11,67.6%,21.0%,5.7%,4.5%,46.3%,69.1%,49.7%,58.7%,36.3%,47.8%,0.88
vs Righties,393,251,142,63.9%,554-371,59.9%,4547-3933,53.6%,58-51,53.2%,72,72.9%,25.1%,5.7%,3.2%,51.0%,69.3%,50.1%,59.9%,39.2%,49.5%,0.98
vs Lefties,85,48,37,56.5%,102-100,50.5%,951-911,51.1%,16-4,80.0%,13,73.1%,27.7%,7.0%,3.0%,55.3%,68.5%,49.9%,60.2%,38.6%,49.8%,0.97
vs Top 10,45,11,34,24.4%,27-85,24.1%,428-612,41.2%,5-3,62.5%,9,70.8%,19.4%,3.5%,3.8%,53.1%,68.1%,46.6%,58.0%,36.5%,47.1%,0.87
