Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2014 US Open R128,L vs Gulbis,117.5,122.4,6.6,,,133,106,108.8,6.4,,,134,102
2014 Wimbledon R128,L vs Nishikori,122.2,124.3,9.1,,,135,102,116.5,10.3,,,134,100
2014 Roland Garros R64,L vs Robredo,110.3,115.4,9.6,,,129,91,95.8,8.8,,,126,83
2014 Roland Garros R128,W vs Montanes,118.9,123.4,6.9,,,130,111,111.0,14.9,,,130,92
2014 Australian Open R64,L vs Berdych,111.9,,,,,135,,,,,,,90
2014 Australian Open R128,W vs Wu,110.4,,,,,135,,,,,,,61
2013 US Open R128,L vs Klahn,115.2,,,,,135,,,,,,,85
2013 Wimbledon R16,L vs Verdasco,119.6,,,,,138,,,,,,,93
2013 Wimbledon R32,W vs Monaco,112.6,,,,,133,,,,,,,82
2012 Wimbledon R64,L vs Ferrer,116.5,,,,,137,,,,,,,89
Career (10 matches),,115.0,120.7,8.6,,,138,91,107.6,8.9,,,134,61
