Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),770,38,,,,,,,,,,,,
2025,714,45,,,,,,,,,,,,
2024,635,50,,,,,,,,,774,52,,
2023,478,86,,,,,,,,,,,,
2022,350,139,350,1383,297,1379,337,1337,,,,,,
2021,514,67,,,,,,,,,,,,
2020,669,33,,,,,,,,,,,,
2019,694,28,343,1391,276,1417,343,1330,201,1420,1131,17,,
2018,197,261,202,1531,171,1525,227,1460,144,1500,350,92,,
2017,159,347,156,1600,147,1568,130,1575,110,1551,724,58,,
2016,162,369,145,1615,136,1576,116,1602,85,1595,598,87,,
2015,148,396,125,1638,115,1613,141,1556,73,1623,382,178,,
2014,106,540,125,1642,114,1608,148,1559,78,1605,830,43,,
2013,84,617,137,1632,120,1593,146,1562,74,1623,,,,
2012,119,487,93,1705,86,1658,175,1519,43,1692,681,60,,
2011,139,382,294,1416,290,1360,295,1349,141,1499,167,441,,
2010,470,69,,,,,,,,,626,65,,
2009,720,22,,,,,,,,,1267,9,,
2008,1342,3,,,,,,,,,1456,6,,
2007,1479,1,,,,,,,,,,,,
