Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,2,0,2,0.0%,1-4,20.0%,25-32,43.9%,1-2,33.3%,2,85.2%,3.7%,6.0%,1.8%,71.7%,72.3%,57.4%,68.1%,24.2%,46.5%,0.76,R32 (2x)
2017,9,5,4,55.6%,12-9,57.1%,109-100,52.2%,2-1,66.7%,9,78.8%,24.5%,6.4%,4.1%,72.9%,69.6%,46.0%,63.2%,39.2%,51.3%,1.07,QF (2x)
2016,6,1,5,16.7%,4-12,25.0%,71-96,42.5%,2-3,40.0%,6,74.1%,11.1%,5.9%,1.9%,72.9%,65.1%,50.7%,61.2%,33.6%,47.5%,0.86,R16 (Montpellier)
2015,14,4,10,28.6%,13-26,33.3%,170-210,44.7%,3-4,42.9%,14,80.1%,9.6%,7.9%,3.6%,70.4%,68.9%,49.4%,63.1%,31.0%,47.2%,0.84,R16 (3x)
2014,26,7,19,26.9%,16-42,27.6%,267-344,43.7%,6-10,37.5%,26,82.2%,6.3%,12.3%,6.9%,65.4%,73.3%,46.6%,64.1%,28.4%,46.9%,0.79,R16 (3x)
2013,24,9,15,37.5%,22-36,37.9%,273-309,46.9%,5-5,50.0%,23,82.5%,11.2%,10.8%,6.0%,63.9%,72.2%,50.7%,64.4%,30.6%,48.3%,0.86,QF (Stockholm)
2012,5,1,4,20.0%,3-10,23.1%,59-72,45.0%,0-4,0.0%,5,85.7%,7.8%,11.4%,5.7%,60.9%,77.0%,51.0%,66.8%,26.7%,46.6%,0.80,R32 (Metz)
2011,2,0,2,0.0%,3-5,37.5%,37-45,45.1%,1-0,100.0%,2,80.0%,9.8%,18.9%,7.9%,59.6%,79.7%,38.3%,63.0%,32.7%,48.3%,0.88,R32 (Metz)
Career,88,27,61,30.7%,74-144,33.9%,1011-1208,45.6%,20-29,40.8%,87,81.2%,10.4%,10.2%,5.3%,66.8%,71.6%,48.5%,63.9%,30.9%,47.8%,0.86,
