Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,235,129,106,54.9%,281-260,51.9%,2830-2654,51.6%,47-75,38.5%,232,84.9%,18.7%,11.8%,4.5%,68.6%,74.0%,50.9%,66.8%,35.4%,50.9%,1.07
Clay,92,40,52,43.5%,100-122,45.0%,1047-1118,48.4%,18-15,54.5%,91,74.5%,22.0%,6.2%,4.9%,68.3%,67.8%,46.6%,61.1%,37.8%,49.5%,0.97
Grass,15,9,6,60.0%,19-18,51.4%,181-183,49.7%,4-3,57.1%,15,84.4%,14.1%,10.1%,3.2%,71.2%,73.5%,50.5%,66.9%,32.7%,49.9%,0.99
Finals,11,5,6,45.5%,14-16,46.7%,149-166,47.3%,6-6,50.0%,11,83.4%,11.2%,11.3%,4.6%,66.9%,73.3%,52.8%,66.5%,32.5%,49.2%,0.97
Semi-finals,24,11,13,45.8%,28-31,47.5%,295-311,48.7%,7-7,50.0%,23,82.4%,14.9%,11.4%,4.6%,68.2%,72.1%,50.9%,65.4%,33.4%,49.2%,0.97
Quarter-finals,46,24,22,52.2%,53-53,50.0%,533-515,50.9%,7-9,43.8%,46,81.6%,19.8%,9.9%,5.0%,67.8%,71.9%,48.7%,64.4%,35.8%,50.4%,1.01
vs Righties,284,149,135,52.5%,332-326,50.5%,3359-3243,50.9%,57-78,42.2%,280,82.4%,19.6%,9.9%,4.5%,68.8%,72.3%,50.3%,65.4%,36.1%,50.6%,1.04
vs Lefties,45,21,24,46.7%,50-62,44.6%,534-567,48.5%,9-12,42.9%,45,78.5%,18.6%,11.1%,5.3%,67.4%,71.1%,45.4%,62.7%,35.6%,49.2%,0.95
