Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,2,5,28.6%,6-10,37.5%,76-90,45.8%,2-2,50.0%,7,76.5%,14.8%,7.2%,2.3%,72.0%,71.2%,44.1%,63.6%,32.5%,48.0%,0.89,R16 (2x)
2024,4,0,4,0.0%,1-8,11.1%,33-52,38.8%,0-1,0.0%,4,71.4%,7.1%,2.0%,3.2%,73.1%,66.5%,42.6%,60.1%,30.6%,45.3%,0.77,R32 (4x)
2023,10,4,6,40.0%,11-15,42.3%,136-133,50.6%,2-5,28.6%,10,84.1%,17.7%,11.4%,2.9%,69.9%,74.3%,50.4%,67.1%,35.2%,50.6%,1.07,QF (Blois)
2022,18,8,10,44.4%,14-25,35.9%,185-215,46.3%,3-4,42.9%,18,77.5%,17.0%,6.2%,4.0%,69.5%,70.7%,43.4%,62.4%,35.4%,48.9%,0.94,QF (2x)
2021,5,2,3,40.0%,5-6,45.5%,63-63,50.0%,3-3,50.0%,5,85.0%,15.0%,10.8%,3.8%,72.7%,71.0%,48.6%,64.9%,32.8%,48.8%,0.93,R16 (2x)
2020,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,1,80.0%,7.1%,9.9%,3.3%,73.6%,64.2%,58.3%,62.6%,32.2%,47.5%,0.86,R64 (Cherbourg)
2019,22,6,16,27.3%,17-31,35.4%,207-244,45.9%,1-4,20.0%,22,76.7%,17.1%,7.9%,4.0%,70.5%,68.7%,46.6%,62.2%,34.8%,48.5%,0.92,QF (Recanati)
2018,43,21,22,48.8%,48-51,48.5%,472-471,50.1%,6-9,40.0%,42,75.7%,24.2%,6.5%,2.9%,72.8%,66.5%,50.6%,62.1%,37.7%,50.1%,0.99,F (Koblenz)
2017,40,20,20,50.0%,41-46,47.1%,423-426,49.8%,4-7,36.4%,40,79.4%,20.7%,7.8%,4.4%,72.3%,70.3%,48.5%,64.3%,37.4%,50.6%,1.05,SF (Cherbourg)
2016,31,19,12,61.3%,44-34,56.4%,408-384,51.5%,7-6,53.8%,31,79.6%,23.5%,7.9%,3.7%,68.5%,70.5%,50.3%,64.1%,38.9%,51.1%,1.08,W (Como)
2015,25,14,11,56.0%,32-27,54.2%,303-283,51.7%,7-5,58.3%,24,80.3%,22.2%,8.1%,3.8%,69.8%,70.9%,50.1%,64.6%,37.8%,51.3%,1.07,SF (2x)
2014,28,17,11,60.7%,39-31,55.7%,375-339,52.5%,7-11,38.9%,28,86.2%,19.3%,11.2%,6.3%,64.6%,75.0%,51.7%,66.7%,35.3%,50.9%,1.06,W (Cherbourg)
2013,36,23,13,63.9%,49-38,56.3%,460-405,53.2%,9-10,47.4%,36,86.3%,20.3%,12.3%,5.9%,64.7%,75.9%,51.9%,67.4%,36.5%,51.5%,1.12,F (2x)
2012,42,25,17,59.5%,53-42,55.8%,507-452,52.9%,9-12,42.9%,41,87.6%,17.5%,17.5%,6.9%,64.9%,78.7%,47.5%,67.7%,34.5%,51.2%,1.07,W (2x)
2011,30,17,13,56.7%,39-34,53.4%,397-382,51.0%,9-14,39.1%,29,88.3%,14.0%,13.5%,4.7%,67.6%,75.2%,53.2%,68.1%,32.7%,50.4%,1.02,W (Pozoblanco)
Career,342,178,164,52.0%,400-400,50.0%,4058-3955,50.6%,69-93,42.6%,338,82.1%,19.4%,10.2%,4.6%,68.6%,72.3%,49.7%,65.2%,36.0%,50.5%,1.03,
