Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Aix En Provence CH R64,L vs Masur,0.93,0.77,54.6,3.3,6.8%,47.7%,15.8%,73.7%,40.9%,25.6%
2019 Bordeaux CH R64,L vs Martineau,0.76,0.66,43.6,2.2,0.0%,59.3%,3.8%,61.5%,25.6%,44.4%
2019 Sophia Antipolis CH R64,L vs Donati,0.91,0.33,29.7,2.3,0.0%,27.3%,5.3%,52.6%,35.0%,6.3%
2019 St. Brieuc CH R64,L vs Sels,0.76,0.68,49.1,2.4,0.0%,62.1%,16.0%,64.0%,41.7%,24.2%
2019 Lille CH R64,L vs Pavlasek,0.88,0.82,61.5,3.5,2.3%,54.5%,2.5%,67.5%,41.7%,31.1%
2019 Montpellier Q1,L vs Halys,0.84,0.68,43.5,2.0,13.2%,57.9%,6.3%,65.6%,26.3%,36.1%
2019 Koblenz CH R16,L vs Taberner,0.93,0.59,48.4,2.8,24.2%,75.8%,28.6%,57.1%,23.3%,17.9%
2019 Koblenz CH R32,W vs Hernandez,1.11,1.94,36.8,2.0,13.0%,56.5%,15.0%,80.0%,54.5%,60.0%
2019 Noumea CH R32,L vs Sakharov,0.91,0.74,59.2,2.9,6.7%,73.3%,4.7%,53.5%,28.2%,31.3%
2018 Mouilleron-Le-Captif CH R32,L vs Paire,1.09,0.72,58.1,2.2,2.1%,58.3%,2.3%,59.1%,25.0%,30.0%
2018 Antwerp Q1,L vs Stakhovsky,0.86,0.70,52.2,3.2,0.0%,66.7%,3.0%,66.7%,21.1%,34.4%
2018 Barcelona CH R16,L vs Giannessi,1.16,0.73,45.2,2.1,0.0%,34.6%,0.0%,42.9%,34.6%,45.0%
2018 Barcelona CH R32,W vs Martin,1.12,1.32,67.3,3.9,4.9%,61.0%,0.0%,48.7%,51.4%,54.3%
2018 Orleans CH SF,L vs Bedene,1.00,0.61,54.5,2.0,9.7%,61.3%,17.9%,64.3%,15.6%,30.0%
2018 Orleans CH R32,W vs Maden,0.83,1.25,53.2,2.0,4.2%,66.7%,4.5%,59.1%,64.7%,47.1%
2018 Metz R32,L vs Basilashvili,0.82,0.34,40.5,2.0,9.7%,67.7%,11.1%,55.6%,6.9%,27.3%
2018 Metz Q1,W vs Brown,1.52,1.69,57.5,2.5,7.3%,56.1%,5.1%,59.0%,36.7%,60.0%
2018 Szczecin CH R32,L vs Bolelli,0.98,0.77,51.0,3.6,4.1%,61.2%,8.9%,62.2%,29.8%,31.0%
2018 Mallorca CH SF,L vs Tomic,0.76,0.67,47.0,2.2,7.4%,66.7%,16.7%,66.7%,23.5%,35.5%
2018 Mallorca CH QF,W vs Brands,1.31,2.13,34.4,2.1,3.8%,61.5%,4.2%,75.0%,50.0%,54.2%
2019 (9 matches),,0.88,0.75,49.6,2.5,7.5%,58.4%,10.3%,63.8%,34.8%,31.1%
2018 (27 matches),,1.02,1.01,47.4,2.4,6.0%,63.0%,5.5%,62.5%,34.7%,39.4%
2017 (32 matches),,0.98,0.92,51.1,2.3,5.3%,61.0%,7.2%,63.3%,35.9%,35.4%
2016 (30 matches),,0.96,0.96,62.7,3.1,7.7%,63.0%,8.0%,63.7%,36.8%,36.8%
2015 (13 matches),,1.01,1.04,50.6,2.8,8.3%,65.8%,8.1%,63.7%,34.5%,37.5%
Career (203 matches),,0.98,0.92,52.1,2.6,7.5%,63.3%,8.4%,64.5%,33.3%,34.8%
