Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Wimbledon R64,L vs Badosa,68.4%,46.2%,8.8%,1/4,2.16,2.5%,68.6%,37.5%,11.4%,2.14,3.4%,93.8%,60.0%,6.3%,2.19,0.0%
2024 Miami R128,W vs Carle,85.7%,56.3%,0.0%,0/0,2.07,7.0%,90.2%,48.6%,0.0%,2.27,6.1%,100.0%,81.8%,0.0%,1.40,10.0%
2024 Australian Open R64,L vs Sabalenka,77.1%,29.7%,14.6%,3/4,2.79,12.8%,80.8%,23.8%,7.7%,2.79,25.0%,84.2%,37.5%,26.3%,2.79,0.0%
2024 Australian Open Q2,W vs Gibson,63.1%,45.3%,11.9%,8/2,2.48,1.4%,62.5%,46.7%,10.4%,2.59,2.4%,76.7%,43.5%,16.7%,2.34,0.0%
2023 ITF Leipzig F,W vs Astakhova,77.2%,54.5%,1.8%,1/0,2.41,3.4%,78.8%,53.8%,3.0%,2.47,5.3%,90.0%,55.6%,0.0%,2.31,0.0%
2023 Roland Garros R128,L vs Rybakina,68.6%,54.2%,5.7%,1/3,2.79,2.8%,46.2%,50.0%,5.1%,2.64,4.5%,100.0%,56.7%,6.7%,3.02,0.0%
2023 Roland Garros Q3,L vs Robbe,79.0%,61.2%,3.2%,1/1,2.74,8.6%,85.4%,54.3%,2.4%,2.79,13.6%,82.4%,78.6%,5.9%,2.65,0.0%
2023 Roland Garros Q1,L vs Ruzic,76.2%,58.4%,2.0%,1/1,2.65,2.7%,76.8%,54.7%,1.4%,2.66,3.7%,82.8%,66.7%,3.4%,2.63,0.0%
2023 Australian Open R128,L vs Sasnovich,73.2%,46.3%,7.1%,0/4,2.67,8.3%,63.9%,34.8%,2.8%,2.71,11.5%,94.7%,61.1%,15.8%,2.58,0.0%
2022 Montevideo R16,L vs Baindl,75.6%,44.1%,4.4%,0/2,2.34,1.9%,76.7%,43.5%,3.3%,2.35,2.6%,84.6%,45.5%,7.7%,2.30,0.0%
2022 Guadalajara R32,L vs Stephens,71.7%,27.3%,0.0%,0/0,1.96,0.0%,77.1%,18.5%,0.0%,1.92,0.0%,66.7%,66.7%,0.0%,2.08,0.0%
2022 ITF Tucuman F,W vs Ormaechea,84.0%,55.9%,2.5%,1/1,2.24,0.0%,82.4%,50.0%,2.0%,2.26,0.0%,89.7%,65.4%,3.4%,2.16,0.0%
2022 ITF Tucuman F,W vs Alves,84.0%,59.5%,2.0%,0/1,2.27,2.4%,89.2%,54.5%,2.7%,2.26,3.0%,90.0%,77.8%,0.0%,2.30,0.0%
Career (13 matches),,75.4%,50.7%,4.9%,42.5%,2.42,3.5%,75.2%,45.7%,3.8%,2.42,4.8%,87.7%,59.7%,7.9%,2.41,0.5%
