Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Wimbledon R64,L vs Badosa,0.0%,-,2.7%,66.7%,11.9%,9.1%,0.0%,11.4%,22.2%,1.0%,0.0%,17,20
2024 Miami R128,W vs Carle,0.0%,-,5.4%,50.0%,3.8%,0.0%,0.0%,5.6%,18.2%,3.4%,10.0%,-92,-85
2024 Australian Open R64,L vs Sabalenka,0.0%,-,1.9%,100.0%,9.8%,11.8%,0.0%,11.5%,37.5%,1.6%,50.0%,-39,-11
2024 Australian Open Q2,W vs Gibson,0.0%,-,1.7%,100.0%,14.3%,18.8%,0.0%,14.3%,33.3%,1.5%,25.0%,-56,-34
2023 ITF Leipzig F,W vs Astakhova,0.0%,-,4.8%,80.0%,13.2%,15.4%,0.0%,15.1%,37.5%,2.5%,20.0%,-80,-38
2023 Roland Garros R128,L vs Rybakina,0.0%,-,0.0%,0.0%,7.8%,14.3%,50.0%,16.7%,54.5%,3.1%,50.0%,-44,-19
2023 Roland Garros Q3,L vs Robbe,0.0%,-,3.7%,100.0%,10.4%,14.3%,0.0%,10.0%,20.0%,0.9%,0.0%,-92,-74
2023 Roland Garros Q1,L vs Ruzic,0.0%,-,3.0%,83.3%,8.7%,3.6%,0.0%,6.3%,20.0%,2.9%,36.4%,-41,-31
2023 Australian Open R128,L vs Sasnovich,0.0%,-,3.6%,50.0%,2.3%,0.0%,0.0%,3.9%,11.1%,0.6%,0.0%,-86,-68
2022 Montevideo R16,L vs Baindl,0.0%,-,5.6%,33.3%,17.6%,32.0%,0.0%,9.5%,38.5%,2.3%,0.0%,-18,-44
2022 Guadalajara R32,L vs Stephens,0.0%,-,0.0%,0.0%,0.0%,0.0%,0.0%,11.5%,33.3%,1.2%,50.0%,31,10
2022 ITF Tucuman F,W vs Ormaechea,0.0%,-,3.5%,83.3%,3.7%,1.8%,0.0%,4.5%,33.3%,3.7%,26.3%,-115,-123
2022 ITF Tucuman F,W vs Alves,0.0%,-,13.0%,69.2%,6.7%,3.8%,0.0%,9.2%,0.0%,2.1%,83.3%,-93,-90
Career (13 matches),,0.0%,-,3.6%,70.7%,8.3%,8.1%,11.1%,9.0%,28.8%,2.3%,29.3%,-62,-53
