Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Wimbledon R64,L vs Badosa,4.2,4.1,4.4,39.1%,31.6%,55.6%,61.5%,50.5%,16.0%,0.5,0.6,4.5,5.4
2024 Miami R128,W vs Carle,5.8,5.9,5.6,60.5%,56.7%,43.8%,59.1%,50.3%,9.7%,5.5,4.1,0.0,0.0
2024 Australian Open R64,L vs Sabalenka,3.3,3.5,3.2,42.9%,29.4%,42.9%,0.0%,56.3%,12.5%,-2.5,-4.0,-1.5,-3.3
2024 Australian Open Q2,W vs Gibson,3.8,4.2,3.4,50.0%,36.8%,56.3%,50.0%,57.4%,4.3%,8.0,6.0,7.5,7.7
2023 ITF Leipzig F,W vs Astakhova,4.6,3.8,5.2,60.4%,59.1%,75.0%,53.8%,44.8%,7.1%,9.5,12.0,14.0,13.6
2023 Roland Garros R128,L vs Rybakina,3.9,3.8,3.9,33.3%,64.3%,46.2%,40.0%,46.9%,9.6%,5.5,8.2,5.5,6.4
2023 Roland Garros Q3,L vs Robbe,4.8,5.0,4.6,61.0%,68.2%,61.5%,57.1%,48.2%,1.8%,15.5,17.0,12.5,12.5
2023 Roland Garros Q1,L vs Ruzic,4.4,4.4,4.4,54.6%,46.4%,48.1%,31.6%,50.5%,13.2%,5.0,3.2,2.0,1.2
2023 Australian Open R128,L vs Sasnovich,3.5,3.3,3.8,43.9%,50.0%,23.1%,0.0%,42.9%,12.4%,-7.5,-13.9,-1.5,-1.9
2022 Montevideo R16,L vs Baindl,4.9,5.3,4.3,47.8%,30.3%,50.0%,30.0%,57.7%,12.1%,10.5,9.5,-0.5,-0.6
2022 Guadalajara R32,L vs Stephens,3.9,4.6,3.2,38.6%,23.8%,30.0%,66.7%,49.1%,2.4%,-14.0,-19.7,-4.5,-5.7
2022 ITF Tucuman F,W vs Ormaechea,6.6,7.0,6.2,50.0%,53.3%,58.6%,45.0%,49.2%,6.9%,0.5,0.2,0.5,0.2
2022 ITF Tucuman F,W vs Alves,6.5,6.0,6.9,64.7%,48.0%,63.2%,72.7%,58.2%,4.3%,7.0,4.9,9.5,9.1
Career (13 matches),,4.7,4.8,4.6,48.8%,46.6%,51.6%,50.0%,51.1%,8.5%,3.3,3.1,3.7,3.5
