Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Wimbledon R64,L vs Badosa,44% (4/9),75% (3/4),2/4,67% (6/9),0% (0/6),1/3,0/0,0/2,0/0,0/1
2024 Wimbledon R128,W vs Andreeva,58% (7/12),100% (7/7),2/5,75% (9/12),33% (3/9),3/5,0/0,0/1,0/0,0/0
2024 Miami R128,W vs Carle,78% (7/9),86% (6/7),3/3,33% (3/9),0% (0/3),4/5,1/1,0/0,0/0,0/0
2024 Australian Open R64,L vs Sabalenka,22% (2/9),50% (1/2),1/4,50% (4/8),0% (0/4),1/1,0/0,1/1,0/0,1/1
2024 Australian Open Q2,W vs Gibson,29% (4/14),75% (3/4),0/3,36% (5/14),40% (2/5),2/3,2/2,2/2,1/1,1/1
2023 Roland Garros R128,L vs Rybakina,56% (5/9),40% (2/5),0/3,56% (5/9),0% (0/5),0/2,0/0,0/2,0/0,0/1
2023 Australian Open R128,L vs Sasnovich,30% (3/10),67% (2/3),1/3,50% (5/10),0% (0/5),2/2,0/0,1/3,0/0,0/1
2022 Guadalajara R32,L vs Stephens,13% (1/8),0% (0/1),0/4,63% (5/8),20% (1/5),0/0,0/0,1/1,0/0,1/1
2022 W25 Tucuman F,W vs Ormaechea,62% (8/13),75% (6/8),3/6,69% (9/13),33% (3/9),4/5,1/2,1/1,0/1,0/0
2022 W25 Tucuman F,W vs Alves,56% (5/9),100% (5/5),2/2,33% (3/9),33% (1/3),4/4,1/1,0/0,0/0,0/0
2024 (5 matches),,45.3%,83.3%,42.1%,51.9%,18.5%,64.7%,100.0%,50.0%,100.0%,66.7%
2023 (2 matches),,42.1%,50.0%,16.7%,52.6%,0.0%,50.0%,-,20.0%,-,0.0%
2022 (3 matches),,46.7%,78.6%,41.7%,56.7%,29.4%,88.9%,66.7%,100.0%,0.0%,100.0%
Career (10 matches),,45.1%,76.1%,37.8%,53.5%,18.5%,70.0%,83.3%,46.2%,50.0%,50.0%
