Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,0.0%,28.6%,0.0%,4.8%,66.7%,39.3%,14.3%,31.0%,43.2%,37.2%,0.63,R32 (Ostrava)
2024,12,5,7,41.7%,10-14,41.7%,100-116,46.3%,0-1,0.0%,12,55.0%,37.3%,2.2%,7.8%,61.7%,59.7%,38.1%,51.4%,43.8%,47.8%,0.90,R16 (Auckland)
2023,5,0,5,0.0%,1-10,9.1%,34-64,34.7%,0-0,-,5,49.0%,20.4%,4.2%,5.6%,62.7%,55.6%,40.6%,50.0%,36.7%,43.1%,0.73,R32 (Auckland)
2022,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,0.0%,6.3%,75.0%,52.8%,33.3%,47.9%,23.9%,36.2%,0.46,R32 (Guadalajara)
Career,19,5,14,26.3%,11-28,28.2%,140-204,40.7%,0-1,0.0%,19,50.9%,30.5%,2.5%,7.1%,62.7%,57.5%,37.8%,50.2%,40.9%,45.7%,0.82,
