Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1967,,,15,1867,21,1610,14,1827,15,1771,,,,
1966,,,28,1779,,,18,1751,22,1719,,,,
1964,,,6,2024,,,4,1962,6,1918,,,,
1963,,,9,1941,,,4,1903,8,1857,,,,
1962,,,10,1932,,,12,1838,10,1849,,,,
1961,,,14,1876,14,1599,14,1782,10,1805,,,,
1960,,,18,1814,,,17,1730,13,1760,,,,
1959,,,13,1888,,,11,1772,8,1813,,,,
1958,,,36,1667,,,25,1603,36,1608,,,,
1957,,,63,1547,,,57,1439,49,1498,,,,
