Date,Tournament,Surface,Rd,,Score
01-Jan-1970,Sydney Manly,Grass,F,Patricia Edwards / Evonne Goolagong [AUS] d. Lehane / Lesley Turner [AUS],6-2 3-6 6-0
17-Nov-1969,Rockdale,Clay,F,Karen Krantzcke / Kerry Reid [AUS] d. Lehane / Winnie Shaw [GBR],4-6 6-2 6-3
02-Oct-1969,Fairfield,Clay,F,Karen Krantzcke / Margaret Starr [AUS] d. Lehane / Carol Sherriff [AUS],6-3 9-7
10-Jul-1967,Dublin,Grass,F,Lehane / Helen Gourlay [AUS] d. Heather Allen [GBR] / Jean Forbes [RSA],6-4 6-1
13-Nov-1966,New South Wales,Grass,F,(1) Judy Tegart / Lesley Turner [AUS] d. Lehane / Rosie Casals [USA],6-4 6-4
03-Jan-1966,Sydney,Grass,F,Karen Krantzcke / Pat Turner [AUS] d. Lehane / Madonna Schacht [AUS],3-6 8-6 10-8
30-Jul-1964,Hannover,Clay,F,Margaret Court / Lesley Turner [AUS] d. Lehane / Robyn Ebbern [AUS],6-4 6-2
13-Jul-1964,Frinton-On-Sea,Grass,F,Deidre Catt / Elizabeth Starkie [GBR] d. Lehane / Trish Mcclenaughan [AUS],9-11 6-3 6-4
06-Jul-1964,Edgbaston,Grass,F,Ann Jones / Virginia Wade [GBR] d. Lehane / Judy Tegart [AUS],1-6 6-1 6-2
09-Jun-1964,Nottingham,Grass,F,Lehane / Madonna Schacht [AUS] d. Jean Petchell / J White [GBR],7-5 6-1
27-Apr-1964,Hurlingham,Clay,F,Norma Baylon [ARG] / Helga Schultze [GER] d. Lehane / Nancy Richey [USA],7-5 6-4
20-Apr-1964,Bournemouth,Clay,F,Lehane / Helga Schultze [GER] d. Carole Rosser / Joyce Williams [GBR],8-6 6-1
06-Apr-1964,Hampstead,Clay,F,Christine Truman / Nell Truman [GBR] d. Lehane / Ann Jones [GBR],6-3 6-3
30-Mar-1964,Aix-En-Provence,Clay,F,Lehane / Helga Schultze [GER] d. Janine Lieffrig [FRA] / Madonna Schacht [AUS],6-3 7-5
16-Mar-1964,Alexandria,Clay,F,Christine Truman [GBR] / Helga Schultze [GER] d. Lehane / Madonna Schacht [AUS],6-4 7-5
06-Mar-1964,Cairo,Clay,F,Helga Schultze [GER] / Christine Truman [GBR] d. Lehane / Madonna Schacht [AUS],6-4 6-4
03-Feb-1964,Auckland,Grass,F,Lehane / Margaret Court [AUS] d. Ethne Green / Elizabeth Terry [NZL],6-2 6-2
10-Jan-1963,Australian Championships,Grass,F,(1) Robyn Ebbern / Margaret Court [AUS] d. (2) Lehane / Lesley Turner [AUS],6-1 6-3
26-Jun-1961,Wimbledon,Grass,F,Karen Susman / Billie Jean King [USA] d. (3) Lehane / Margaret Court [AUS],6-3 6-4
20-Jan-1961,Australian Championships,Grass,F,(1) Mary Carter Reitano / Margaret Court [AUS] d. (2) Lehane / Mary Hawton [AUS],6-4 3-6 7-5
