Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1970,4,3,1,75.0%,6-2,75.0%,41-24,63.1%,0-0,-,0,,,,,,,,,,,,SF (Detroit Public Parks)
1968,4,1,3,25.0%,3-6,33.3%,33-43,43.4%,0-0,-,0,,,,,,,,,,,,SF (Los Angeles Public Parks)
1967,4,2,2,50.0%,4-4,50.0%,33-30,52.4%,0-0,-,0,,,,,,,,,,,,R16 (Los Angeles SoCal Chps)
1966,4,0,4,0.0%,1-8,11.1%,38-56,40.4%,0-0,-,0,,,,,,,,,,,,QF (Fullerton)
1965,6,4,2,66.7%,8-4,66.7%,65-45,59.1%,0-0,-,0,,,,,,,,,,,,W (Arcadia)
1964,6,3,3,50.0%,7-6,53.8%,64-59,52.0%,0-0,-,0,,,,,,,,,,,,
1963,1,0,1,0.0%,1-2,33.3%,9-16,36.0%,0-0,-,0,,,,,,,,,,,,R16 (La Jolla Natls)
1961,15,10,5,66.7%,22-11,66.7%,167-112,59.9%,0-0,-,0,,,,,,,,,,,,W (Barcelona Intl)
1959,14,9,5,64.3%,20-11,64.5%,154-101,60.4%,0-0,-,0,,,,,,,,,,,,F (Pittsburgh)
1958,12,9,3,75.0%,18-9,66.7%,149-107,58.2%,0-0,-,0,,,,,,,,,,,,W (Los Angeles Natl Parks)
1957,17,15,2,88.2%,31-5,86.1%,210-84,71.4%,0-0,-,0,,,,,,,,,,,,W (Salt Lake City)
1956,16,12,4,75.0%,24-9,72.7%,178-99,64.3%,0-0,-,0,,,,,,,,,,,,W (3x)
1955,16,10,6,62.5%,22-12,64.7%,176-131,57.3%,0-0,-,0,,,,,,,,,,,,W (Pasadena)
1954,35,29,6,82.9%,60-17,77.9%,427-248,63.3%,0-0,-,0,,,,,,,,,,,,W (7x)
1953,16,13,3,81.3%,26-9,74.3%,182-93,66.2%,0-0,-,0,,,,,,,,,,,,W (5x)
1952,8,6,2,75.0%,12-4,75.0%,90-43,67.7%,0-0,-,0,,,,,,,,,,,,W (2x)
1951,14,9,5,64.3%,19-12,61.3%,157-108,59.2%,0-0,-,0,,,,,,,,,,,,F (La Jolla)
1950,16,11,5,68.8%,26-10,72.2%,203-124,62.1%,0-0,-,0,,,,,,,,,,,,W (Detroit)
1949,2,1,1,50.0%,3-2,60.0%,26-22,54.2%,0-0,-,0,,,,,,,,,,,,R16 (Los Angeles Pac Southwest)
1948,29,22,7,75.9%,46-15,75.4%,319-190,62.7%,0-0,-,0,,,,,,,,,,,,W (2x)
1947,29,23,6,79.3%,45-13,77.6%,306-179,63.1%,0-0,-,0,,,,,,,,,,,,W (2x)
1946,50,40,10,80.0%,82-24,77.4%,582-333,63.6%,0-0,-,0,,,,,,,,,,,,W (3x)
1945,52,37,15,71.2%,77-35,68.8%,580-385,60.1%,0-0,-,0,,,,,,,,,,,,W (Mexico City)
1944,44,31,13,70.5%,66-29,69.5%,502-317,61.3%,0-0,-,0,,,,,,,,,,,,W (River Forest)
1943,17,13,4,76.5%,28-8,77.8%,200-107,65.1%,0-0,-,0,,,,,,,,,,,,W (Los Angeles Mid-Winter)
1942,18,15,3,83.3%,29-10,74.4%,221-150,59.6%,0-0,-,0,,,,,,,,,,,,W (3x)
1941,55,40,15,72.7%,87-37,70.2%,647-448,59.1%,0-0,-,0,,,,,,,,,,,,W (4x)
1940,50,34,16,68.0%,70-42,62.5%,554-416,57.1%,0-0,-,0,,,,,,,,,,,,W (3x)
1939,43,29,14,67.4%,59-32,64.8%,464-344,57.4%,0-0,-,0,,,,,,,,,,,,W (2x)
1938,29,23,6,79.3%,47-13,78.3%,328-183,64.2%,0-0,-,0,,,,,,,,,,,,W (5x)
1937,24,17,7,70.8%,32-21,60.4%,275-241,53.3%,0-0,-,0,,,,,,,,,,,,W (3x)
1936,15,9,6,60.0%,20-14,58.8%,184-142,56.4%,0-0,-,0,,,,,,,,,,,,SF (4x)
1935,2,0,2,0.0%,0-4,0.0%,16-26,38.1%,0-0,-,0,,,,,,,,,,,,SF (La Jolla)
1934,5,5,0,100.0%,10-1,90.9%,67-24,73.6%,0-0,-,0,,,,,,,,,,,,
Career,672,485,187,72.2%,1011-441,69.6%,7647-5030,60.3%,0-0,-,0,,,,,,,,,,,,
