Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1956,,,21,1750,8,1654,,,,,,,,
1955,,,20,1733,9,1652,,,,,,,,
1954,,,11,1846,4,1728,,,,,,,,
1953,,,19,1763,9,1670,,,,,,,,
1951,,,22,1730,6,1649,,,,,,,,
1950,,,25,1760,9,1653,,,,,,,,
1948,,,10,1864,5,1731,9,1776,12,1747,,,,
1947,,,13,1865,11,1695,7,1791,14,1748,,,,
1946,,,6,1924,5,1757,4,1838,6,1828,,,,
1945,,,7,1884,6,1741,4,1788,6,1776,,,,
1944,,,6,1886,5,1754,3,1785,6,1779,,,,
1943,,,5,1839,5,1738,,,5,1745,,,,
1942,,,5,1847,4,1747,,,5,1749,,,,
1941,,,10,1867,5,1736,6,1746,8,1752,,,,
1940,,,13,1785,9,1686,13,1636,14,1657,,,,
1939,,,31,1759,10,1626,,,43,1639,,,,
1938,,,58,1663,15,1560,,,58,1570,,,,
1937,,,67,1603,23,1481,,,,,,,,
1936,,,100,1476,17,1461,,,,,,,,
