Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Daegu QF,W vs Elie,50% (7/14),71% (5/7),0/4,33% (5/15),20% (1/5),2/4,1/1,1/1,1/1,0/0
2019 W25 Daegu R16,W vs Dema,88% (7/8),71% (5/7),0/1,38% (3/8),67% (2/3),3/3,0/0,0/0,0/0,0/0
2019 W25 Incheon R32,W vs Barnett,44% (4/9),100% (4/4),0/1,22% (2/9),50% (1/2),2/3,1/1,0/0,1/1,0/0
2019 W25 Goyang R32,L vs Tjandramulia,11% (1/9),100% (1/1),0/3,56% (5/9),20% (1/5),0/1,0/0,2/3,0/0,1/2
2019 W60 Fukuoka R32,L vs Akita,62% (8/13),88% (7/8),4/7,64% (9/14),11% (1/9),3/6,0/0,2/3,0/0,0/1
2019 W25 Kashiwa R16,L vs Snigur,50% (5/10),80% (4/5),4/7,70% (7/10),0% (0/7),1/4,0/0,0/0,0/0,0/0
2019 W25 Kashiwa R32,W vs Wang,25% (3/12),100% (3/3),1/2,33% (4/12),50% (2/4),2/2,0/0,0/0,0/0,0/0
2019 W60 Shenzhen R32,L vs Okamura,50% (7/14),71% (5/7),2/6,50% (7/14),0% (0/7),2/5,1/2,0/1,0/0,0/0
2019 W25 Osaka R16,L vs Jorovic,31% (4/13),100% (4/4),0/4,42% (5/12),0% (0/5),3/4,1/1,0/1,0/0,0/0
2019 W25 Osaka R32,W vs Ushijima,50% (4/8),100% (4/4),1/1,11% (1/9),0% (0/1),4/4,2/2,0/0,1/1,0/0
2019 W60 Kyoto R32,L vs Nara,33% (5/15),60% (3/5),0/2,60% (9/15),56% (5/9),1/3,1/1,1/3,0/0,0/1
2019 Fed Cup RR,W vs Lee,86% (6/7),100% (6/6),2/2,33% (3/9),0% (0/3),4/5,1/1,0/0,1/1,0/0
2019 W25 Hong Kong R32,L vs Muramatsu,46% (6/13),100% (6/6),2/5,50% (6/12),17% (1/6),3/6,1/1,1/1,0/0,0/0
2019 W25 Hong Kong R32,L vs Stefkova,58% (7/12),57% (4/7),1/5,64% (7/11),14% (1/7),2/4,1/1,1/2,0/0,1/1
2018 Taipei R16,L vs Hibino,50% (5/10),40% (2/5),2/3,44% (4/9),0% (0/4),1/2,0/0,1/2,0/0,1/1
2018 Taipei R32,W vs Celik,88% (7/8),100% (7/7),2/2,43% (3/7),33% (1/3),4/6,1/1,0/0,0/0,0/0
2018 Seoul R32,L vs Hon,31% (4/13),75% (3/4),0/5,75% (9/12),44% (4/9),1/2,0/0,1/1,0/0,0/0
2018 Nanchang R32,L vs Linette,38% (3/8),33% (1/3),0/3,63% (5/8),0% (0/5),1/1,0/0,0/2,0/0,0/1
2018 Zhengzhou R16,L vs Han,44% (4/9),50% (2/4),0/4,67% (6/9),17% (1/6),1/2,0/0,0/1,0/0,0/1
2018 Zhengzhou R32,W vs Shimizu,67% (6/9),83% (5/6),2/2,22% (2/9),0% (0/2),2/3,0/1,0/0,0/1,0/0
2019 (14 matches),,47.1%,82.4%,34.0%,45.9%,20.5%,59.3%,90.9%,53.3%,100.0%,40.0%
2018 (10 matches),,45.7%,75.0%,34.3%,54.5%,22.2%,63.3%,42.9%,46.2%,25.0%,71.4%
2017 (27 matches),,51.2%,81.9%,44.0%,49.3%,16.1%,63.0%,69.6%,32.1%,75.0%,27.3%
2016 (33 matches),,57.0%,73.9%,39.1%,54.5%,19.8%,60.9%,60.0%,55.6%,75.0%,54.5%
2015 (6 matches),,47.5%,62.1%,16.7%,47.5%,20.7%,75.0%,75.0%,50.0%,100.0%,80.0%
Career (105 matches),,51.6%,75.9%,36.1%,52.5%,19.6%,60.3%,62.8%,48.4%,67.7%,50.0%
