Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Daegu QF,W vs Elie,1.01,1.20,68.6,2.7,-,62.7%,-,57.4%,50.0%,44.0%
2019 W25 Daegu R16,W vs Dema,1.05,1.60,42.7,2.0,-,54.2%,-,77.3%,41.2%,64.7%
2019 W25 Incheon R32,W vs Barnett,1.08,1.85,42.3,2.3,-,73.1%,-,70.8%,53.8%,40.9%
2019 W25 Goyang R32,L vs Tjandramulia,0.78,0.58,38.9,2.0,-,53.3%,-,50.0%,37.0%,34.6%
2019 W60 Fukuoka R32,L vs Akita,0.87,0.83,58.3,2.2,0.0%,44.2%,0.0%,50.0%,50.0%,51.2%
2019 W25 Kashiwa R16,L vs Snigur,1.03,0.82,64.4,2.4,5.6%,47.2%,0.0%,37.1%,39.5%,52.8%
2019 W25 Kashiwa R32,W vs Wang,1.08,1.29,61.9,3.1,0.0%,71.4%,0.0%,59.5%,39.5%,42.4%
2019 W60 Shenzhen R32,L vs Okamura,0.86,0.82,59.2,6.6,0.0%,52.3%,0.0%,51.2%,50.0%,41.0%
2019 W25 Osaka R16,L vs Jorovic,0.83,0.78,54.2,2.7,0.0%,56.4%,0.0%,48.6%,40.5%,48.6%
2019 W25 Osaka R32,W vs Ushijima,1.10,1.76,45.0,2.1,11.5%,76.9%,0.0%,60.9%,57.7%,39.1%
2019 W60 Kyoto R32,L vs Nara,0.95,0.84,72.0,4.4,5.5%,56.4%,1.9%,55.8%,38.8%,38.3%
2019 Fed Cup RR,W vs Lee,1.05,1.83,36.7,2.5,-,58.3%,-,63.6%,61.9%,76.5%
2019 W25 Hong Kong R32,L vs Muramatsu,0.84,0.90,71.2,4.0,5.3%,60.5%,2.7%,51.4%,45.2%,48.6%
2019 W25 Hong Kong R32,L vs Stefkova,0.81,0.75,59.7,3.6,-,51.4%,-,48.4%,48.2%,44.4%
2018 Taipei R16,L vs Hibino,0.86,0.74,52.5,2.3,0.0%,71.9%,0.0%,33.3%,34.2%,45.9%
2018 Taipei R32,W vs Celik,1.01,1.61,38.9,2.1,0.0%,55.0%,15.8%,63.2%,60.7%,70.8%
2018 Seoul R32,L vs Hon,1.02,0.80,55.9,4.0,4.3%,54.3%,0.0%,46.5%,37.3%,40.4%
2018 Nanchang R32,L vs Linette,1.02,0.63,47.8,3.0,0.0%,40.7%,0.0%,48.0%,30.8%,38.5%
2018 Zhengzhou R16,L vs Han,0.94,0.72,50.5,2.3,0.0%,47.1%,0.0%,48.5%,39.4%,41.4%
2018 Zhengzhou R32,W vs Shimizu,1.01,1.50,45.0,2.1,6.9%,72.4%,0.0%,55.6%,54.3%,51.5%
2019 (14 matches),,0.94,1.00,58.0,2.7,1.9%,57.7%,0.4%,54.6%,46.0%,46.8%
2018 (10 matches),,1.00,0.94,51.6,2.7,1.7%,54.1%,1.3%,52.5%,41.8%,46.1%
2017 (27 matches),,1.00,1.00,57.8,2.7,3.4%,56.6%,2.1%,50.9%,44.3%,47.9%
2016 (33 matches),,0.97,0.97,56.3,2.8,1.1%,54.3%,0.5%,51.1%,46.7%,47.3%
2015 (6 matches),,0.99,0.90,48.5,2.4,0.5%,56.3%,0.5%,52.9%,42.4%,39.2%
Career (105 matches),,0.98,0.96,55.5,2.7,1.9%,55.1%,1.0%,51.8%,45.1%,46.1%
