Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),705,56,348,1384,337,1354,252,1414,,,1232,24,,
2025,626,73,353,1387,342,1357,260,1416,,,553,128
2024,261,263,207,1520,228,1459,150,1537,,,304,248
2023,162,468,211,1514,197,1485,207,1455,194,1396,,
2022,143,437,208,1504,208,1463,175,1478,186,1393,,
2021,209,333,,,,,,,,,,
2020,326,170,,,,,,,,,466,144
2019,320,166,,,,,,,,,461,127
2018,262,199,205,1475,196,1454,195,1400,,,499,78
2017,179,318,146,1571,143,1549,154,1460,168,1388,452,111
2016,145,403,199,1451,189,1440,,,,,461,97
2015,197,258,,,,,,,,,229,272
2014,276,155,,,,,,,,,355,130
2013,331,144,,,,,,,,,371,156
2012,516,56,,,,,,,,,981,15
2011,531,60,,,,,,,,,1235,3
