Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Hobart F,W vs Jovic,4.5,4.0,4.8,54.1%,61.3%,50.0%,58.3%,45.5%,14.1%,23.0,22.5,5.5,5.0
2025 Guangzhou R16,W vs Wang,3.7,3.6,3.8,52.7%,51.1%,40.0%,81.8%,54.9%,9.9%,12.5,9.9,6.5,6.7
2025 BJK Cup Finals RR,W vs Navarro,4.5,4.5,4.5,54.5%,56.0%,47.6%,53.8%,41.2%,2.1%,8.5,8.7,0.0,0.0
2025 Wimbledon R128,W vs Pegula,3.7,3.7,3.7,57.9%,57.1%,85.7%,83.3%,48.9%,4.3%,7.5,11.4,7.5,11.2
2025 s Hertogenbosch R32,W vs Hartono,3.1,2.9,3.3,54.2%,50.0%,46.7%,75.0%,45.2%,5.2%,2.0,2.2,0.0,0.0
2024 Cincinnati R32,L vs Sabalenka,3.0,2.9,3.1,41.5%,50.0%,44.4%,50.0%,52.8%,5.9%,0.0,0.0,1.5,2.5
2024 Roland Garros R16,L vs Gauff,4.6,5.7,3.5,39.5%,35.3%,30.8%,27.3%,58.6%,4.5%,-5.0,-5.6,-2.5,-4.2
2024 Linz R16,L vs Potapova,5.2,5.2,5.2,51.9%,58.1%,51.2%,44.4%,51.0%,11.5%,15.0,5.7,17.0,7.2
2023 Lausanne F,W vs Burel,6.5,6.9,6.0,60.8%,40.9%,42.1%,51.1%,50.8%,1.7%,4.5,1.5,4.0,1.4
2023 Roland Garros R32,L vs Pera,4.0,4.1,3.9,40.0%,45.9%,60.0%,52.9%,42.5%,11.9%,4.5,5.1,1.0,0.9
2023 Roland Garros R64,W vs Waltert,5.0,5.2,4.8,60.8%,45.5%,75.0%,47.1%,52.1%,4.3%,10.0,8.1,-1.0,-0.9
2023 Roland Garros R128,W vs Kvitova,3.1,3.0,3.3,54.2%,45.5%,70.0%,100.0%,47.4%,11.3%,11.0,15.5,3.0,4.2
2023 Monterrey QF,L vs Mertens,4.5,4.8,4.3,37.0%,48.0%,27.8%,66.7%,43.2%,6.2%,6.0,7.1,1.5,1.4
2023 Australian Open R128,L vs Rybakina,3.7,3.8,3.7,31.7%,48.6%,87.5%,71.4%,42.8%,5.1%,10.0,13.7,-4.0,-4.3
2023 Hobart F,L vs Davis,3.5,3.9,3.1,43.3%,52.8%,42.9%,28.6%,44.4%,3.5%,5.5,6.2,0.5,0.5
2023 Hobart SF,W vs Kenin,3.5,3.4,3.6,57.6%,46.3%,35.3%,60.0%,44.0%,11.0%,14.5,12.9,7.5,5.9
2022 BJK Cup Finals RR,L vs Andreescu,4.4,4.4,4.4,45.1%,47.5%,42.9%,41.2%,44.5%,6.8%,-1.0,-0.9,1.5,1.1
2022 BJK Cup Finals RR,L vs Teichmann,5.3,5.7,4.8,49.5%,53.2%,42.3%,51.1%,52.0%,3.3%,11.5,3.9,-7.5,-2.8
2022 Roland Garros Q1,L vs Hartono,4.0,3.9,4.2,56.1%,50.0%,80.0%,80.0%,50.5%,12.2%,15.0,17.4,4.5,5.7
2019 Rome R64,L vs Anisimova,3.6,3.7,3.6,45.7%,35.5%,50.0%,40.0%,46.0%,9.8%,4.0,4.7,1.5,1.7
Last 52 Weeks (5 matches),,3.8,3.7,4.0,54.4%,54.4%,50.0%,67.4%,47.1%,7.3%,10.7,11.1,3.9,3.8
Career (20 matches),,4.3,4.4,4.2,49.8%,49.4%,48.6%,53.1%,48.4%,6.9%,8.0,6.6,2.4,2.0
