Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Hobart F,W vs Jovic,0.0%,-,1.7%,50.0%,25.3%,50.0%,0.0%,12.2%,41.7%,0.0%,-,10,19
2025 Guangzhou R16,W vs Wang,0.0%,-,3.7%,83.3%,20.2%,27.3%,16.7%,8.2%,37.5%,0.4%,0.0%,-51,-24
2025 BJK Cup Finals RR,W vs Navarro,0.0%,-,4.0%,60.0%,13.7%,21.4%,0.0%,7.6%,31.3%,0.0%,-,-3,11
2025 Wimbledon R128,W vs Pegula,0.0%,-,11.0%,80.0%,16.4%,28.6%,0.0%,11.1%,37.5%,0.7%,100.0%,39,37
2025 s Hertogenbosch R32,W vs Hartono,0.0%,-,1.9%,100.0%,10.8%,27.8%,0.0%,11.4%,23.8%,0.0%,-,46,81
2024 Cincinnati R32,L vs Sabalenka,0.0%,-,5.3%,100.0%,11.9%,38.5%,0.0%,10.5%,33.3%,0.0%,-,-16,1
2024 Roland Garros R16,L vs Gauff,0.0%,-,1.2%,0.0%,8.1%,27.3%,0.0%,8.3%,0.0%,1.9%,0.0%,-58,-57
2024 Linz R16,L vs Potapova,0.0%,-,6.9%,82.4%,11.3%,28.6%,0.0%,9.1%,21.4%,0.4%,50.0%,-88,-83
2023 Lausanne F,W vs Burel,0.0%,-,10.6%,81.8%,6.9%,8.1%,14.3%,6.2%,34.4%,0.5%,33.3%,-59,-56
2023 Roland Garros R32,L vs Pera,0.0%,-,4.5%,66.7%,9.2%,23.5%,0.0%,7.1%,6.7%,0.5%,100.0%,-77,-45
2023 Roland Garros R64,W vs Waltert,0.0%,-,3.5%,100.0%,11.4%,19.0%,100.0%,4.7%,37.5%,0.8%,50.0%,-71,-59
2023 Roland Garros R128,W vs Kvitova,0.0%,-,1.6%,100.0%,17.7%,38.5%,12.5%,16.7%,30.0%,0.0%,-,34,68
2023 Monterrey QF,L vs Mertens,0.0%,-,11.3%,58.3%,12.3%,44.4%,0.0%,12.2%,40.0%,0.5%,0.0%,0,-25
2023 Australian Open R128,L vs Rybakina,0.0%,-,1.7%,100.0%,24.6%,36.4%,0.0%,6.1%,25.0%,0.0%,-,24,-11
2023 Hobart F,L vs Davis,0.0%,-,2.0%,66.7%,9.9%,26.7%,0.0%,13.1%,33.3%,0.5%,0.0%,-10,-7
2023 Hobart SF,W vs Kenin,0.0%,-,1.1%,50.0%,21.3%,50.0%,0.0%,11.8%,30.8%,0.4%,0.0%,-25,8
2022 BJK Cup Finals RR,L vs Andreescu,0.0%,-,7.7%,81.8%,10.6%,35.3%,0.0%,8.6%,18.8%,0.0%,-,-23,-29
2022 BJK Cup Finals RR,L vs Teichmann,0.0%,-,6.9%,76.5%,9.6%,19.7%,2.9%,8.5%,17.9%,0.2%,100.0%,26,-1
2022 Roland Garros Q1,L vs Hartono,0.0%,-,4.7%,100.0%,23.3%,46.7%,0.0%,14.0%,46.2%,0.0%,-,41,49
2019 Rome R64,L vs Anisimova,0.0%,-,2.5%,66.7%,14.7%,22.2%,0.0%,8.0%,14.3%,0.0%,-,25,41
Last 52 Weeks (5 matches),,0.0%,-,3.9%,76.9%,17.7%,32.2%,16.7%,9.8%,32.3%,0.2%,50.0%,3,22
Career (20 matches),,0.0%,-,4.9%,78.6%,13.1%,26.0%,8.3%,9.1%,26.8%,0.3%,35.3%,-21,-13
