Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Hobart F,W vs Jovic,79.1%,56.6%,1.5%,1/0,2.56,2.6%,78.0%,56.3%,0.0%,2.39,4.5%,84.0%,57.1%,4.0%,2.78,0.0%
2025 Guangzhou R16,W vs Wang,73.9%,52.3%,6.8%,2/4,2.48,7.3%,78.7%,45.8%,4.9%,2.51,8.9%,81.0%,70.6%,14.3%,2.34,0.0%
2025 BJK Cup Finals RR,W vs Navarro,71.0%,54.5%,0.0%,0/0,2.46,2.3%,73.9%,47.1%,0.0%,2.53,3.0%,66.7%,80.0%,0.0%,2.21,0.0%
2025 Wimbledon R128,W vs Pegula,68.0%,55.9%,0.0%,0/0,2.47,24.1%,65.4%,52.9%,0.0%,2.49,37.5%,85.0%,58.8%,0.0%,2.45,7.7%
2025 s Hertogenbosch R32,W vs Hartono,65.4%,52.9%,2.6%,1/1,2.40,0.0%,70.0%,54.3%,2.0%,2.34,0.0%,66.7%,50.0%,4.2%,2.46,0.0%
2024 Cincinnati R32,L vs Sabalenka,63.9%,33.3%,11.5%,3/4,2.70,11.5%,57.9%,18.2%,5.3%,2.47,17.1%,85.0%,52.9%,25.0%,3.18,0.0%
2024 Roland Garros R16,L vs Gauff,55.8%,33.3%,4.7%,2/0,2.45,0.0%,62.5%,33.3%,0.0%,2.49,0.0%,64.3%,33.3%,14.3%,2.34,0.0%
2024 Linz R16,L vs Potapova,79.3%,49.6%,0.0%,0/0,2.39,9.0%,78.5%,42.5%,0.0%,2.48,13.2%,89.4%,61.9%,0.0%,2.20,0.0%
2023 Lausanne F,W vs Burel,87.8%,43.0%,0.0%,0/0,2.25,3.1%,88.0%,38.6%,0.0%,2.25,4.2%,94.6%,48.6%,0.0%,2.24,0.0%
2023 Roland Garros R32,L vs Pera,71.4%,60.0%,11.1%,4/3,2.77,3.8%,68.8%,68.2%,15.6%,2.70,6.3%,82.1%,52.2%,7.1%,2.89,0.0%
2023 Roland Garros R64,W vs Waltert,78.2%,55.8%,0.0%,0/0,2.60,4.4%,83.8%,64.5%,0.0%,2.62,6.1%,100.0%,33.3%,0.0%,2.54,0.0%
2023 Roland Garros R128,W vs Kvitova,67.3%,54.1%,7.3%,1/3,2.89,6.3%,69.7%,39.1%,3.0%,3.21,7.1%,93.3%,78.6%,20.0%,2.44,5.0%
2023 Monterrey QF,L vs Mertens,65.5%,42.1%,5.2%,1/2,2.21,5.0%,48.4%,33.3%,9.7%,2.18,8.0%,92.0%,47.8%,0.0%,2.25,0.0%
2023 Australian Open R128,L vs Rybakina,63.6%,42.9%,16.4%,4/5,2.72,2.1%,50.0%,45.5%,18.2%,2.72,3.7%,82.8%,41.7%,17.2%,2.71,0.0%
2023 Hobart F,L vs Davis,61.6%,48.9%,6.8%,2/3,2.50,3.6%,50.0%,47.6%,7.1%,2.57,2.9%,88.9%,50.0%,7.4%,2.38,4.8%
2023 Hobart SF,W vs Kenin,76.1%,52.9%,5.4%,3/2,3.07,6.3%,81.9%,52.5%,4.2%,3.04,7.5%,73.3%,54.5%,13.3%,3.14,4.3%
2022 BJK Cup Finals RR,L vs Andreescu,82.4%,41.1%,7.4%,0/5,2.48,5.3%,82.1%,37.5%,2.6%,2.50,7.1%,85.7%,45.8%,14.3%,2.39,0.0%
2022 BJK Cup Finals RR,L vs Teichmann,76.4%,54.8%,3.6%,0/4,2.38,3.4%,75.0%,53.7%,2.8%,2.44,4.7%,88.2%,56.7%,5.9%,2.19,0.0%
2022 Roland Garros Q1,L vs Hartono,72.7%,68.8%,6.8%,3/0,2.07,4.3%,82.8%,70.8%,6.9%,2.13,6.3%,72.7%,62.5%,9.1%,1.94,0.0%
2019 Rome R64,L vs Anisimova,80.9%,58.2%,8.8%,0/6,2.20,0.0%,76.9%,56.7%,5.1%,2.17,0.0%,89.3%,60.0%,14.3%,2.25,0.0%
Last 52 Weeks (5 matches),,71.6%,54.3%,2.6%,44.4%,2.47,5.9%,74.1%,50.6%,1.8%,2.46,8.5%,77.1%,61.7%,4.8%,2.48,1.3%
Career (20 matches),,73.3%,50.8%,4.8%,39.1%,2.49,4.9%,73.2%,48.4%,3.6%,2.50,6.8%,84.6%,54.5%,7.8%,2.48,1.1%
