Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,28,17,11,60.7%,37-27,57.8%,328-293,52.8%,2-4,33.3%,25,69.6%,38.0%,2.8%,3.9%,65.4%,64.8%,47.1%,58.7%,44.6%,51.7%,1.08
Clay,9,3,6,33.3%,8-13,38.1%,85-96,47.0%,0-2,0.0%,9,65.9%,29.7%,1.6%,5.0%,65.6%,61.5%,45.3%,55.9%,40.9%,48.2%,0.93
Grass,8,5,3,62.5%,13-6,68.4%,106-81,56.7%,3-1,75.0%,8,80.0%,33.3%,4.3%,4.4%,61.9%,69.2%,53.4%,63.2%,44.1%,53.3%,1.20
Grand Slams,7,3,4,42.9%,8-8,50.0%,81-70,53.6%,0-2,0.0%,7,74.7%,33.8%,3.1%,5.0%,63.7%,65.2%,54.6%,61.4%,44.1%,52.8%,1.14
Premiers,3,1,2,33.3%,3-4,42.9%,29-34,46.0%,0-1,0.0%,3,61.3%,32.3%,4.0%,3.0%,67.3%,61.8%,40.9%,55.0%,41.8%,48.3%,0.93
Internationals,21,13,8,61.9%,29-19,60.4%,244-213,53.4%,3-2,60.0%,21,72.3%,35.5%,3.2%,4.0%,64.6%,65.9%,48.2%,59.6%,44.3%,51.8%,1.10
Finals,1,1,0,100.0%,2-0,100.0%,12-8,60.0%,0-0,-,1,80.0%,40.0%,7.5%,3.8%,56.6%,66.7%,69.6%,67.9%,46.3%,55.8%,1.44
Semi-finals,2,1,1,50.0%,3-2,60.0%,25-19,56.8%,0-0,-,2,76.2%,39.1%,3.3%,6.0%,61.6%,63.4%,51.7%,58.9%,45.4%,52.1%,1.11
Quarter-finals,4,2,2,50.0%,4-4,50.0%,41-37,52.6%,1-0,100.0%,4,63.2%,41.0%,2.8%,3.2%,67.5%,61.3%,46.9%,56.6%,45.8%,51.2%,1.06
vs Righties,40,21,19,52.5%,50-43,53.8%,462-429,51.9%,4-7,36.4%,37,70.4%,34.9%,2.7%,4.2%,64.1%,64.7%,47.8%,58.6%,43.5%,51.1%,1.05
vs Lefties,4,4,0,100.0%,8-1,88.9%,51-29,63.7%,1-0,100.0%,4,82.5%,43.6%,5.6%,3.8%,70.9%,72.3%,55.9%,67.5%,47.4%,56.8%,1.46
vs Top 10,5,2,3,40.0%,6-6,50.0%,51-52,49.5%,0-1,0.0%,5,72.0%,28.8%,2.9%,4.6%,62.0%,62.3%,52.3%,58.5%,37.4%,48.7%,0.90
