Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Hobart F,W vs Jovic,1.13,1.63,48.2,2.3,7.1%,64.3%,8.0%,72.0%,47.1%,45.5%
2025 Guangzhou R16,W vs Wang,1.03,1.22,70.7,5.5,5.1%,74.4%,2.7%,48.6%,40.0%,51.2%
2025 BJK Cup Finals RR,W vs Navarro,1.15,1.39,53.6,2.1,0.0%,63.6%,6.7%,70.0%,37.5%,43.3%
2025 Wimbledon R128,W vs Pegula,1.13,2.68,42.6,2.2,9.1%,90.9%,0.0%,68.4%,48.1%,43.5%
2025 s Hertogenbosch R32,W vs Hartono,1.05,1.21,76.9,3.6,6.7%,71.1%,0.0%,59.0%,35.7%,44.4%
2024 US Open R64,L vs Pavlyuchenkova,0.97,0.82,58.4,5.0,4.8%,52.4%,0.0%,43.6%,46.6%,41.1%
2024 US Open R128,W vs Baindl,1.30,2.13,30.7,2.0,3.3%,70.0%,3.7%,55.6%,55.0%,66.7%
2024 Cincinnati R32,L vs Sabalenka,0.95,0.60,46.1,2.0,2.7%,59.5%,2.9%,57.1%,31.3%,20.7%
2024 Roland Garros R16,L vs Gauff,0.89,0.46,33.7,2.0,0.0%,47.6%,0.0%,35.0%,31.8%,28.6%
2024 Linz R16,L vs Potapova,0.77,0.97,90.2,19.8,1.9%,73.1%,2.1%,58.3%,44.6%,40.8%
2023 US Open R128,L vs Juvan,0.97,0.70,54.3,2.9,0.0%,62.5%,0.0%,41.4%,36.4%,32.3%
2023 Lausanne F,W vs Burel,1.15,1.14,77.2,5.9,1.6%,63.9%,0.0%,52.6%,48.9%,32.6%
2023 Wimbledon R32,L vs Pegula,0.89,0.53,39.7,2.2,4.3%,39.1%,0.0%,31.6%,31.0%,46.2%
2023 Wimbledon R64,W vs Masarova,1.38,1.94,34.7,2.1,0.0%,54.8%,3.3%,70.0%,56.0%,50.0%
2023 Wimbledon R128,W vs Osorio,1.06,1.39,54.7,2.0,3.4%,41.4%,0.0%,57.7%,69.0%,64.0%
2023 Roland Garros R32,L vs Pera,1.05,0.84,62.6,3.1,2.7%,43.2%,0.0%,38.2%,44.1%,51.7%
2023 Roland Garros R64,W vs Waltert,1.25,1.58,40.1,2.5,0.0%,46.7%,3.6%,67.9%,53.6%,55.6%
2023 Roland Garros R128,W vs Kvitova,1.21,1.40,52.5,2.5,8.1%,56.8%,2.8%,58.3%,55.2%,42.3%
2023 Monterrey QF,L vs Mertens,0.84,0.54,36.8,2.3,0.0%,44.0%,0.0%,60.9%,40.0%,21.4%
2023 Australian Open R128,L vs Rybakina,0.98,0.70,54.6,2.0,6.3%,50.0%,0.0%,53.6%,36.7%,32.0%
2026 (1 matches),,1.13,1.63,48.2,2.3,7.1%,64.3%,8.0%,72.0%,47.1%,45.5%
2025 (4 matches),,1.08,1.40,63.9,2.9,5.0%,73.4%,2.4%,60.0%,39.7%,46.2%
2024 (5 matches),,0.95,0.90,60.3,2.9,2.7%,62.1%,1.8%,51.5%,42.7%,39.0%
2023 (12 matches),,1.07,1.01,54.6,2.6,3.3%,52.5%,2.0%,55.4%,46.0%,41.0%
2022 (5 matches),,0.92,0.87,59.0,2.9,0.5%,56.5%,1.1%,56.1%,44.1%,38.2%
Career (41 matches),,1.00,0.96,57.4,2.7,2.3%,55.1%,1.7%,54.2%,45.2%,41.3%
