Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,37,29,8,78.4%,5,5,0,100.0%,1979,1990,W,0,,,,,,,,,,
Roland Garros,12,Clay,53,42,11,79.2%,13,9,4,69.2%,1978,1989,W,0,,,,,,,,,,
Wimbledon,12,Grass,47,35,12,74.5%,8,4,4,50.0%,1978,1990,F,0,,,,,,,,,,
US Open,11,Hard,51,41,10,80.4%,14,11,3,78.6%,1978,1989,W,0,,,,,,,,,,
Fed Cup,9,,40,34,6,85.0%,6,5,1,83.3%,1979,1987,,0,,,,,,,,,,
Sydney,9,Hard,28,19,9,67.9%,6,3,3,50.0%,1978,1990,F,0,,,,,,,,,,
Eastbourne,9,Grass,23,14,9,60.9%,3,1,2,33.3%,1979,1990,F,0,,,,,,,,,,
Amelia Island,7,Clay,26,19,7,73.1%,5,4,1,80.0%,1980,1989,F,0,,,,,,,,,,
Mahwah,6,Hard,22,18,4,81.8%,3,2,1,66.7%,1979,1989,W,0,,,,,,,,,,
Toronto,6,Hard,17,11,6,64.7%,2,1,1,50.0%,1980,1989,SF,0,,,,,,,,,,
Oakland,6,Hard,16,12,4,75.0%,7,3,4,42.9%,1980,1988,W,0,,,,,,,,,,
