Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1990,17,8,9,47.1%,19-17,52.8%,170-162,51.2%,1-1,50.0%,0,,,,,,,,,,,,QF (San Antonio)
1989,52,33,19,63.5%,64-48,57.1%,528-480,52.4%,9-3,75.0%,0,,,,,,,,,,,,SF (3x)
1988,22,15,7,68.2%,32-13,71.1%,239-162,59.6%,0-4,0.0%,0,,,,,,,,,,,,SF (Washington)
1987,66,51,15,77.3%,100-33,75.2%,721-458,61.2%,7-5,58.3%,0,,,,,,,,,,,,W (3x)
1986,64,48,16,75.0%,99-38,72.3%,708-488,59.2%,4-6,40.0%,0,,,,,,,,,,,,F (5x)
1985,73,59,14,80.8%,115-35,76.7%,818-524,61.0%,15-3,83.3%,0,,,,,,,,,,,,W (3x)
1984,68,54,14,79.4%,106-30,77.9%,738-436,62.9%,8-6,57.1%,0,,,,,,,,,,,,W (5x)
1983,72,51,21,70.8%,101-43,70.1%,745-528,58.5%,9-1,90.0%,0,,,,,,,,,,,,W (Cincinnati Exho)
1982,65,42,23,64.6%,83-53,61.0%,643-546,54.1%,7-6,53.8%,0,,,,,,,,,,,,W (Sydney Indoors 1)
1981,85,60,25,70.6%,120-46,72.3%,854-579,59.6%,6-7,46.2%,0,,,,,,,,,,,,W (3x)
1980,97,78,19,80.4%,161-46,77.8%,1105-668,62.3%,9-6,60.0%,0,,,,,,,,,,,,W (6x)
1979,54,39,15,72.2%,78-32,70.9%,593-407,59.3%,4-6,40.0%,0,,,,,,,,,,,,W (4x)
1978,40,30,10,75.0%,59-20,74.7%,435-258,62.8%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
1977,9,5,4,55.6%,12-9,57.1%,105-98,51.7%,1-0,100.0%,0,,,,,,,,,,,,F (Washington Pernod 21U)
Career,784,573,211,73.1%,1149-463,71.3%,8402-5794,59.2%,84-58,59.2%,0,,,,,,,,,,,,
