Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
1987 Australian Open F,W vs Navratilova,33.3%,45.3%,39.1%,42.9%,48.6%,40.0%,88.2%,38.9%,50.0%,27.8%,47.2%,38.5%,100.0%,42.1%,50.0%,17
1986 Wimbledon F,L vs Navratilova,29.8%,50.9%,54.1%,31.6%,57.9%,50.0%,52.9%,23.8%,0.0%,31.3%,43.8%,63.6%,100.0%,44.4%,-,87
1986 Wimbledon SF,W vs Evert,30.8%,48.7%,47.2%,36.5%,55.8%,48.5%,50.0%,42.3%,50.0%,20.0%,36.0%,45.0%,66.7%,56.3%,66.7%,-57
1985 US Open F,W vs Navratilova,19.7%,32.0%,39.7%,30.5%,47.5%,48.8%,64.3%,41.9%,33.3%,15.8%,28.9%,28.1%,100.0%,63.6%,50.0%,-43
1985 US Open SF,W vs Evert,23.0%,35.6%,52.3%,32.6%,44.2%,48.3%,47.6%,50.0%,66.7%,14.3%,28.6%,55.6%,52.6%,73.9%,66.7%,-49
1982 US Open F,L vs Evert,25.6%,32.6%,41.4%,45.5%,54.5%,25.0%,50.0%,70.0%,100.0%,5.6%,11.1%,52.9%,0.0%,63.6%,100.0%,-64
1982 US Open SF,W vs Shriver,15.6%,29.9%,50.0%,26.5%,50.0%,60.0%,40.0%,47.4%,33.3%,13.6%,27.3%,36.8%,0.0%,85.7%,100.0%,-104
1982 Roland Garros SF,L vs Navratilova,17.9%,23.1%,35.7%,29.4%,29.4%,33.3%,61.5%,0.0%,0.0%,11.1%,22.2%,37.5%,75.0%,42.9%,0.0%,-14
1981 Wimbledon F,L vs Evert,13.6%,30.3%,41.2%,19.6%,43.5%,43.2%,62.5%,54.5%,57.1%,0.0%,0.0%,35.7%,20.0%,66.7%,0.0%,-119
1981 Roland Garros F,W vs Hanika,21.7%,36.7%,43.2%,24.4%,39.0%,35.5%,77.3%,10.5%,25.0%,18.8%,37.5%,61.5%,50.0%,30.0%,0.0%,30
1980 Wimbledon R16,L vs Goolagong,18.1%,35.1%,43.7%,28.3%,45.3%,44.7%,62.5%,31.0%,33.3%,5.7%,25.7%,42.4%,73.3%,80.0%,100.0%,-62
1980 Roland Garros SF,L vs Evert,12.4%,29.2%,46.0%,33.3%,60.6%,59.1%,57.1%,47.4%,50.0%,0.0%,14.6%,39.0%,61.1%,47.8%,100.0%,-119
Career (12 matches),,21.4%,35.9%,44.7%,31.1%,48.4%,46.0%,60.1%,39.6%,43.9%,13.4%,27.7%,43.2%,64.9%,59.5%,61.5%,18
