Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,208,152,56,73.1%,310-131,70.3%,2302-1591,59.1%,24-20,54.5%,0,,,,,,,,,,,
Clay,206,152,54,73.8%,305-118,72.1%,2204-1466,60.1%,19-9,67.9%,0,,,,,,,,,,,
Grass,152,116,36,76.3%,235-83,73.9%,1688-1119,60.1%,15-11,57.7%,0,,,,,,,,,,,
Carpet,188,132,56,70.2%,259-114,69.4%,1900-1388,57.8%,21-15,58.3%,0,,,,,,,,,,,
Grand Slams,182,142,40,78.0%,284-108,72.4%,2052-1397,59.5%,28-10,73.7%,0,,,,,,,,,,,
Premiers,5,4,1,80.0%,8-3,72.7%,59-38,60.8%,0-0,-,0,,,,,,,,,,,
Finals,55,28,27,50.9%,64-59,52.0%,553-561,49.6%,5-3,62.5%,0,,,,,,,,,,,
Semi-finals,98,55,43,56.1%,116-85,57.7%,946-842,52.9%,11-10,52.4%,0,,,,,,,,,,,
Quarter-finals,140,91,49,65.0%,179-96,65.1%,1375-1075,56.1%,18-14,56.3%,0,,,,,,,,,,,
vs Righties,412,287,125,69.7%,576-276,67.6%,4358-3218,57.5%,51-38,57.3%,0,,,,,,,,,,,
vs Lefties,82,40,42,48.8%,87-84,50.9%,766-775,49.7%,9-7,56.3%,0,,,,,,,,,,,
vs Top 10,85,34,51,40.0%,71-106,40.1%,723-869,45.4%,14-7,66.7%,0,,,,,,,,,,,
