Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1987 Australian Open F,W vs Navratilova,2.3,2.2,2.5,56.1%,48.5%,0.0%,-,35.0%,55.2%,7.0,24.1,7.0,29.2
1986 Wimbledon F,L vs Navratilova,2.5,2.7,2.4,49.5%,30.4%,50.0%,-,39.5%,63.5%,4.0,12.5,-2.5,-14.7
1986 Wimbledon SF,W vs Evert,3.8,3.0,4.5,58.9%,53.7%,43.8%,44.4%,48.7%,90.2%,1.0,1.1,2.5,41.7
1985 US Open F,W vs Navratilova,2.3,2.5,2.0,50.9%,42.5%,33.3%,0.0%,44.7%,75.0%,9.0,23.1,0.0,0.0
1985 US Open SF,W vs Evert,4.4,4.1,4.6,51.1%,50.8%,63.2%,56.3%,35.8%,82.0%,0.0,0.0,2.5,8.9
1982 US Open F,L vs Evert,5.3,4.4,6.0,45.8%,46.2%,27.8%,37.5%,32.9%,49.1%,2.5,3.2,-8.0,-9.4
1982 US Open SF,W vs Shriver,3.1,3.1,3.2,51.5%,48.6%,63.6%,33.3%,31.2%,48.1%,11.5,29.5,5.0,9.4
1982 Roland Garros SF,L vs Navratilova,3.6,3.7,3.5,25.5%,47.4%,50.0%,25.0%,43.2%,63.0%,-4.0,-12.1,2.0,10.0
1981 Wimbledon F,L vs Evert,4.4,3.8,5.1,42.2%,37.5%,16.7%,40.0%,35.4%,66.4%,-0.5,-0.7,-3.5,-7.8
1981 Roland Garros F,W vs Hanika,4.8,4.3,5.3,58.7%,54.3%,42.9%,60.0%,50.4%,84.4%,-8.5,-8.3,9.5,50.0
1980 Wimbledon R16,L vs Goolagong,2.9,3.0,2.8,41.5%,55.8%,33.3%,-,47.8%,66.2%,9.5,17.3,0.5,2.4
1980 Roland Garros SF,L vs Evert,4.6,3.7,5.3,46.5%,39.5%,25.0%,52.6%,34.5%,79.1%,5.5,7.1,-5.0,-13.9
Career (12 matches),,3.6,3.3,3.9,49.3%,47.1%,40.4%,46.2%,39.3%,70.0%,3.1,5.0,0.8,2.8
