Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
1987 Australian Open F,W vs Navratilova,1.04,1.23,60.6,3.0,2.6%,53.8%,11.1%,61.1%,47.7%,53.8%
1986 Wimbledon F,L vs Navratilova,0.81,0.74,42.6,3.5,6.5%,77.4%,0.0%,50.0%,28.2%,36.1%
1986 Wimbledon SF,W vs Evert,0.97,1.25,64.5,3.0,9.8%,65.9%,8.1%,59.5%,42.9%,53.7%
1982 US Open F,L vs Evert,0.86,0.62,43.4,2.5,17.4%,56.5%,5.0%,50.0%,36.4%,31.3%
1982 Roland Garros SF,L vs Navratilova,1.00,0.41,37.5,2.2,4.8%,52.4%,0.0%,33.3%,23.8%,22.2%
1981 Wimbledon F,L vs Evert,1.09,0.63,41.8,2.4,2.9%,47.1%,0.0%,43.8%,29.6%,33.3%
1981 Roland Garros F,W vs Hanika,1.09,1.33,49.6,2.9,6.7%,60.0%,0.0%,50.0%,51.4%,58.8%
1980 US Open F,L vs Evert,1.03,0.73,53.1,4.0,5.0%,62.5%,2.9%,40.0%,35.9%,32.4%
1980 Wimbledon R16,L vs Goolagong,1.07,0.80,61.4,14.0,4.2%,50.0%,0.0%,52.2%,37.0%,36.8%
1987 (1 matches),,1.04,1.23,60.6,3.0,2.6%,53.8%,11.1%,61.1%,47.7%,53.8%
1986 (2 matches),,0.90,1.00,54.6,3.3,8.3%,70.8%,4.8%,55.6%,35.8%,45.5%
1982 (2 matches),,0.92,0.53,40.9,2.3,11.4%,54.5%,2.6%,42.1%,31.5%,28.0%
1981 (2 matches),,1.08,0.97,45.9,2.6,4.7%,53.1%,0.0%,46.8%,41.9%,48.3%
1980 (2 matches),,1.05,0.77,57.6,6.2,4.5%,55.7%,1.2%,46.9%,36.5%,34.7%
Career (9 matches),,1.00,0.87,52.3,3.1,6.2%,58.3%,3.2%,50.0%,38.0%,41.6%
