Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Newport Q2,L vs Bolt,0.64,0.42,26.9,2.1,-,56.7%,-,57.7%,26.7%,29.2%
2019 Wimbledon R128,L vs Clarke,0.89,0.80,39.7,3.9,7.7%,69.2%,0.0%,50.8%,40.6%,30.3%
2019 Little Rock CH R32,W vs Luz,1.00,1.85,39.2,2.2,-,79.2%,-,71.4%,45.9%,44.4%
2019 Savannah CH R32,L vs Altamirano,0.87,0.73,50.8,5.1,5.3%,57.9%,0.0%,51.4%,31.6%,44.4%
2019 Tallahassee CH QF,L vs Sandgren,0.83,0.65,45.2,2.7,3.7%,59.3%,0.0%,60.0%,26.3%,37.1%
2019 Tallahassee CH R16,W vs Karlovskiy,1.11,1.14,74.9,13.5,3.9%,56.9%,9.1%,61.4%,45.6%,38.5%
2019 Tallahassee CH R32,W vs Kwiatkowski,1.10,2.16,34.1,2.0,10.7%,64.3%,8.0%,80.0%,68.2%,42.9%
2019 Sarasota CH R32,W vs Cuevas,0.96,1.50,53.2,10.2,7.0%,76.7%,0.0%,71.1%,43.5%,37.8%
2019 Houston R32,L vs Garcia Lopez,0.99,0.79,66.5,5.7,7.5%,62.3%,0.0%,61.2%,25.5%,35.4%
2019 Indian Wells CH R64,L vs Smith,0.99,0.83,67.9,5.2,1.7%,59.3%,0.0%,61.8%,30.2%,36.0%
2019 New York R32,L vs Thompson,1.24,0.71,61.9,5.2,5.9%,67.6%,0.0%,49.2%,30.2%,17.1%
2019 Cleveland CH QF,L vs King,0.90,0.83,72.5,2.5,0.0%,57.5%,2.9%,57.1%,28.6%,51.4%
2019 Cleveland CH R32,W vs Bonzi,1.30,1.61,40.6,2.1,9.4%,65.6%,17.2%,75.9%,34.4%,39.3%
2019 Newport Beach CH R32,L vs Young,0.93,0.68,51.0,3.2,5.9%,64.7%,9.1%,51.5%,24.2%,37.9%
2019 Noumea CH F,L vs Ymer,0.86,0.43,29.1,2.1,2.9%,60.0%,0.0%,44.1%,12.0%,38.1%
2019 Noumea CH SF,W vs Young,0.91,2.49,38.4,2.1,4.8%,76.2%,16.7%,88.9%,47.2%,51.4%
2019 Noumea CH QF,W vs Kwiatkowski,1.04,1.40,56.2,2.4,15.0%,75.0%,2.9%,60.0%,45.5%,40.6%
2019 Noumea CH R16,W vs Nys,1.04,1.44,43.3,2.1,5.7%,57.1%,9.1%,72.7%,44.7%,52.9%
2019 Noumea CH R32,W vs Huesler,1.01,1.98,57.3,2.1,0.0%,80.0%,11.1%,77.8%,46.7%,35.7%
2018 Las Vegas CH R32,L vs Rola,0.87,0.74,51.2,2.1,4.9%,56.1%,5.3%,65.8%,31.7%,35.1%
2019 (19 matches),,0.99,1.00,52.3,2.9,5.3%,65.1%,3.6%,61.1%,36.7%,38.3%
2018 (26 matches),,1.07,1.02,55.7,2.7,4.9%,61.3%,4.9%,63.3%,36.0%,35.9%
2017 (9 matches),,0.97,0.94,50.0,2.8,4.7%,61.9%,5.0%,64.5%,34.8%,37.2%
2016 (19 matches),,1.03,0.95,53.7,2.7,5.8%,60.2%,3.4%,58.5%,36.0%,38.9%
2015 (13 matches),,0.99,0.88,56.0,2.5,5.4%,63.2%,2.0%,57.7%,34.1%,36.9%
Career (92 matches),,1.02,0.96,53.9,2.7,5.1%,61.5%,3.8%,60.8%,35.9%,37.6%
