Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Wimbledon R128,L vs Clarke,50,58,0.9,19.3%,22.4%,45,55,0.8,19.7%,24.0%,14.0%,5.2%,1.1,14.3%,13.5%
2019 Noumea CH F,L vs Ymer,10,30,0.3,8.7%,26.1%,9,29,0.3,8.1%,26.1%,6.3%,1.8%,0.9,17.4%,19.1%
2018 Roland Garros R128,L vs Isner,32,16,2.0,14.7%,7.4%,32,16,2.0,17.9%,8.9%,,,1.1,18.0%,17.1%
2017 Australian Open R64,L vs Federer,19,27,0.7,8.9%,12.6%,17,24,0.7,8.9%,12.6%,7.9%,1.1%,1.2,22.4%,19.2%
2016 Charlottesville CH R32,L vs Polansky,11,20,0.6,10.9%,19.8%,9,14,0.6,10.8%,16.9%,7.2%,3.6%,1.9,14.9%,7.9%
2016 Indian Wells Masters R128,L vs Ram,21,29,0.7,12.7%,17.5%,19,23,0.8,12.5%,15.1%,8.6%,3.9%,0.9,17.5%,18.7%
2016 Australian Open R64,L vs Herbert,9,16,0.6,6.2%,11.0%,8,13,0.6,6.3%,10.3%,5.6%,0.8%,2.4,32.2%,13.7%
2016 Australian Open R128,W vs Paire,22,22,1.0,8.5%,8.5%,17,19,0.9,7.5%,8.4%,5.3%,2.2%,0.8,23.5%,27.7%
2015 Charlottesville CH SF,W vs Laaksonen,18,20,0.9,12.1%,13.4%,17,15,1.1,12.0%,10.6%,7.0%,2.8%,0.5,16.1%,32.2%
2014 US Open R128,L vs Delbonis,19,29,0.7,13.0%,19.9%,18,28,0.6,13.7%,21.4%,6.1%,7.6%,1.4,20.5%,14.4%
Career (10 matches),,211,267,0.8,11.9%,15.1%,191,236,0.8,12.2%,15.0%,7.0%,2.9%,1.0,19.7%,18.9%
