Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,11,6,5,54.5%,6,3,3,50.0%,2016,2020,R64,8,0.87,5.7%,2.9%,63.1%,65.4%,52.6%,60.6%,34.4%,48.2%,41.3%
Roland Garros,4,Clay,4,0,4,0.0%,3,0,3,0.0%,2016,2020,R128,3,0.63,3.1%,3.1%,67.7%,65.1%,56.1%,62.2%,23.9%,72.0%,11.1%
Wimbledon,2,Grass,5,3,2,60.0%,2,1,1,50.0%,2018,2019,R128,4,1.04,3.8%,3.3%,57.7%,67.5%,54.4%,62.0%,39.4%,70.0%,41.9%
US Open,7,Hard,11,4,7,36.4%,3,0,3,0.0%,2013,2019,R128,5,0.83,3.0%,4.4%,60.3%,62.7%,49.0%,57.3%,35.5%,41.5%,51.6%
Washington,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2018,2022,R16,5,0.78,6.7%,3.2%,59.4%,66.0%,50.4%,59.6%,31.4%,66.0%,47.1%
Newport,4,Grass,6,2,4,33.3%,2,2,0,100.0%,2015,2022,R32,6,0.94,7.0%,3.8%,59.2%,70.4%,54.7%,64.0%,33.8%,58.1%,50.0%
Winston-Salem,2,Hard,4,1,3,25.0%,3,1,2,33.3%,2014,2021,R64,4,0.92,6.1%,4.0%,60.8%,68.5%,41.9%,58.1%,38.7%,45.5%,32.4%
Atlanta,2,Hard,5,3,2,60.0%,0,0,0,-,2018,2021,R16,5,1.07,12.2%,4.9%,62.1%,77.3%,55.6%,69.1%,33.0%,75.0%,33.3%
Delray Beach,4,Hard,9,5,4,55.6%,4,3,1,75.0%,2015,2021,R16,9,1.00,6.4%,3.3%,61.1%,72.3%,48.0%,62.8%,37.3%,57.1%,43.8%
New York,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2018,2020,R32,4,0.68,4.7%,1.5%,64.8%,61.6%,46.2%,56.2%,29.7%,65.2%,70.0%
