Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2025-01-27),1126,9,,,,,,,,,,,,
2024,1018,13,,,,,,,,,,,,
2022,568,55,305,1436,259,1427,281,1411,215,1400,,,,
2021,390,107,,,,,,,,,,,,
2020,250,219,181,1536,161,1515,182,1478,,,713,48,,
2019,210,236,168,1584,158,1551,171,1511,144,1508,485,81,,
2018,135,424,151,1609,145,1565,119,1588,174,1463,318,119,,
2017,201,256,231,1504,219,1465,211,1468,,,1183,17,,
2016,200,274,221,1510,204,1479,239,1420,,,,,,
2015,336,138,249,1464,220,1450,,,211,1413,1506,8,,
2014,604,48,,,,,,,,,1406,10,,
2013,767,24,,,,,,,,,1632,6,,
2012,1051,7,,,,,,,,,,,,
