Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,123,66,57,53.7%,143-138,50.9%,1356-1362,49.9%,22-20,52.4%,123,75.7%,24.4%,5.2%,4.9%,59.3%,69.1%,50.7%,61.6%,38.4%,50.0%,1.00
Clay,34,18,16,52.9%,42-40,51.2%,391-394,49.8%,8-6,57.1%,34,71.5%,27.7%,4.6%,4.8%,58.8%,67.3%,46.9%,58.9%,40.5%,49.6%,0.98
Grass,2,1,1,50.0%,3-2,60.0%,23-21,52.3%,0-0,-,2,77.3%,27.3%,8.1%,0.7%,68.4%,71.0%,48.8%,64.0%,37.6%,51.3%,1.04
Finals,6,4,2,66.7%,8-6,57.1%,68-61,52.7%,1-0,100.0%,6,77.8%,27.7%,3.8%,2.9%,57.9%,65.8%,54.2%,61.0%,38.4%,49.9%,0.98
Semi-finals,10,6,4,60.0%,14-8,63.6%,106-95,52.7%,1-1,50.0%,10,73.0%,32.3%,6.7%,4.8%,59.0%,66.3%,53.5%,61.0%,42.5%,51.4%,1.09
Quarter-finals,22,10,12,45.5%,24-28,46.2%,238-262,47.6%,4-2,66.7%,22,71.4%,23.7%,4.3%,4.9%,59.3%,67.7%,49.6%,60.3%,38.0%,49.1%,0.96
vs Righties,121,61,60,50.4%,136-143,48.7%,1316-1368,49.0%,24-23,51.1%,121,73.3%,24.8%,5.1%,5.0%,59.4%,68.3%,49.4%,60.6%,38.6%,49.6%,0.98
vs Lefties,20,12,8,60.0%,26-20,56.5%,243-224,52.0%,5-3,62.5%,20,79.8%,24.2%,5.3%,4.3%,58.6%,69.7%,50.6%,61.8%,38.9%,50.6%,1.02
