Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,35,16,19,45.7%,35-42,45.5%,353-367,49.0%,3-7,30.0%,2,54.2%,52.0%,0.6%,3.0%,63.3%,59.0%,39.3%,51.8%,48.7%,50.1%,1.01,SF (2x)
2023,46,27,19,58.7%,63-49,56.3%,514-485,51.5%,5-3,62.5%,0,,,,,,,,,,,,W (W25 La Marsa)
2022,35,16,19,45.7%,39-40,49.4%,358-365,49.5%,4-5,44.4%,0,,,,,,,,,,,,SF (W25 Chiang Rai)
2021,20,13,7,65.0%,29-16,64.4%,218-157,58.1%,0-1,0.0%,0,,,,,,,,,,,,W (W15 Solapur)
2020,13,9,4,69.2%,19-9,67.9%,157-117,57.3%,2-4,33.3%,0,,,,,,,,,,,,W (W15 Sharm El Sheikh)
2019,35,15,20,42.9%,38-41,48.1%,371-342,52.0%,1-3,25.0%,0,,,,,,,,,,,,SF (W25 Lagos)
2018,44,23,21,52.3%,49-45,52.1%,434-421,50.8%,6-5,54.5%,1,46.7%,46.7%,0.0%,3.7%,70.4%,56.1%,33.3%,49.4%,47.6%,48.4%,0.94,SF (3x)
2017,35,24,11,68.6%,46-26,63.9%,367-279,56.8%,1-3,25.0%,1,40.0%,33.3%,2.0%,5.9%,72.5%,37.8%,57.1%,43.1%,42.9%,43.0%,0.75,W (2x)
2016,3,1,2,33.3%,2-5,28.6%,31-36,46.3%,0-0,-,0,,,,,,,,,,,,R16 (Navi Mumbai $25K)
2014,13,5,8,38.5%,14-18,43.8%,147-162,47.6%,3-3,50.0%,0,,,,,,,,,,,,QF (Aurangabad 10K)
2013,5,2,3,40.0%,5-7,41.7%,48-55,46.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2012,19,11,8,57.9%,24-18,57.1%,195-173,53.0%,2-1,66.7%,0,,,,,,,,,,,,SF (2x)
2011,10,6,4,60.0%,12-8,60.0%,95-92,50.8%,2-0,100.0%,0,,,,,,,,,,,,QF (3x)
2010,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Pune 25K)
Career,314,168,146,53.5%,375-326,53.5%,3291-3063,51.8%,29-36,44.6%,4,49.0%,46.9%,0.7%,3.7%,66.8%,54.3%,40.4%,49.7%,47.5%,48.5%,0.94,
