Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Tabarka R32,L vs Milovanovic,0.89,0.77,53.0,2.0,-,51.6%,-,34.5%,55.2%,42.3%
2019 W15 Tabarka SF,W vs Touly,0.86,1.06,38.1,2.5,-,57.1%,-,60.7%,50.0%,50.7%
2019 W15 Tabarka F,W vs Gatica,1.10,1.07,78.7,15.1,-,56.0%,-,51.1%,50.0%,39.1%
2019 W15 Tabarka R16,W vs Lukosiute,1.03,1.58,42.9,4.6,-,70.0%,-,59.3%,54.3%,53.1%
2019 W15 Tabarka R32,L vs Rame,0.99,0.64,48.2,2.1,0.0%,51.9%,0.0%,46.2%,25.8%,40.7%
2019 W15 Amiens R32,L vs Bassols Ribera,0.96,0.51,32.7,2.1,0.0%,47.2%,0.0%,46.9%,29.2%,27.3%
2017 Asuncion $15K R16,L vs Martinich,0.94,0.84,59.2,3.7,0.0%,42.9%,0.0%,50.0%,46.2%,50.0%
2017 Asuncion $15K R32,W vs Raszkiewicz,1.04,1.65,44.8,2.0,0.0%,68.0%,0.0%,68.2%,53.1%,48.4%
2017 Lambare $15K QF,L vs Giangreco Campiz,0.95,0.76,60.5,3.9,0.0%,42.4%,0.0%,44.8%,45.7%,44.8%
2017 Lambare $15K R32,W vs Pereira,1.07,1.36,57.0,3.3,0.0%,58.1%,0.0%,65.2%,52.9%,45.2%
2017 Buenos Aires $15K QF,L vs Martinich,0.86,0.82,53.9,2.2,0.0%,48.9%,0.0%,41.9%,51.2%,52.5%
2017 Buenos Aires $15K R16,W vs Ortenzi,0.89,1.43,53.5,2.5,0.0%,60.9%,0.0%,71.4%,56.1%,53.8%
2017 Buenos Aires $15K R32,W vs Bugnon,0.97,1.19,52.7,2.0,0.0%,58.7%,0.0%,50.0%,64.8%,46.2%
2017 Villa del Dique $15K R16,L vs Gleason,0.91,0.86,69.4,8.8,0.0%,50.0%,0.0%,54.3%,43.6%,46.9%
2017 Villa del Dique $15K R32,W vs Pierre Louis,1.09,1.26,57.5,2.3,0.0%,57.5%,0.0%,51.4%,51.3%,54.1%
2017 Benavides $15K QF,L vs Pierre Louis,0.87,0.61,42.7,2.2,0.0%,39.1%,0.0%,27.3%,50.0%,43.6%
2017 Benavides $15K R16,W vs Beccio,1.02,2.41,36.1,2.3,0.0%,78.9%,5.6%,72.2%,70.4%,44.0%
2017 Benavides $15K R32,W vs Ekert,1.09,1.39,53.6,2.2,0.0%,62.5%,0.0%,61.3%,58.8%,36.7%
2017 Naples FL $25K R32,L vs Rogowska,0.98,0.73,45.8,2.1,0.0%,38.5%,0.0%,45.9%,50.0%,35.0%
2017 Sao Jose Dos Campos $15K F,L vs Kurata,1.09,0.78,57.4,3.0,0.0%,46.7%,0.0%,32.3%,41.7%,45.5%
2019 (6 matches),,0.96,0.94,49.8,2.8,0.0%,55.7%,0.0%,51.2%,46.1%,44.1%
2017 (21 matches),,1.00,1.05,54.5,2.7,0.1%,53.7%,0.2%,53.2%,51.1%,46.6%
2016 (36 matches),,1.01,1.08,57.2,2.5,0.7%,52.1%,0.3%,53.8%,51.1%,49.6%
2015 (21 matches),,1.02,1.11,55.8,2.6,1.0%,50.8%,0.1%,55.9%,51.8%,49.8%
2014 (4 matches),,1.01,1.16,63.8,3.3,0.7%,51.1%,0.0%,58.6%,45.2%,59.9%
Career (91 matches),,1.01,1.08,56.5,2.6,0.6%,52.6%,0.2%,54.2%,50.5%,49.2%
