Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,305,160,145,52.5%,366-330,52.6%,3321-3177,51.1%,36-39,48.0%,65,-,-,2.2%,5.1%,68.5%,59.6%,44.6%,54.9%,43.9%,49.4%,0.97
Clay,148,78,70,52.7%,179-166,51.9%,1628-1613,50.2%,18-17,51.4%,35,-,-,1.8%,4.3%,71.2%,57.7%,43.6%,53.7%,43.7%,48.8%,0.94
Grass,67,34,33,50.7%,75-73,50.7%,707-663,51.6%,4-10,28.6%,22,-,-,1.8%,5.3%,70.0%,63.1%,44.2%,57.5%,41.1%,49.5%,0.97
Carpet,62,31,31,50.0%,69-72,48.9%,654-637,50.7%,5-6,45.5%,11,-,-,2.1%,3.5%,70.2%,60.0%,41.9%,54.6%,43.1%,49.1%,0.95
Grand Slams,117,62,55,53.0%,141-124,53.2%,1273-1193,51.6%,11-18,37.9%,50,-,-,2.0%,4.9%,69.7%,60.7%,43.7%,55.6%,43.9%,49.9%,0.99
Premiers,244,126,118,51.6%,291-278,51.1%,2688-2616,50.7%,26-30,46.4%,60,-,-,2.2%,4.3%,70.6%,58.9%,45.0%,54.8%,43.5%,49.3%,0.96
Internationals,95,53,42,55.8%,118-98,54.6%,1038-979,51.5%,11-13,45.8%,20,-,-,1.7%,5.5%,67.0%,59.5%,42.8%,54.0%,41.2%,47.5%,0.89
Finals,5,1,4,20.0%,4-9,30.8%,51-66,43.6%,0-1,0.0%,1,-,-,0.0%,8.7%,50.0%,47.8%,30.4%,39.1%,40.7%,40.0%,0.67
Semi-finals,21,5,16,23.8%,13-34,27.7%,189-248,43.2%,1-4,20.0%,2,-,-,2.6%,5.6%,69.2%,60.0%,41.7%,54.4%,45.3%,49.7%,0.99
Quarter-finals,48,20,28,41.7%,45-62,42.1%,481-546,46.8%,6-8,42.9%,7,-,-,1.4%,3.5%,69.1%,55.5%,53.1%,54.8%,36.8%,46.5%,0.81
vs Righties,514,262,252,51.0%,599-571,51.2%,5534-5392,50.6%,54-68,44.3%,116,-,-,2.0%,5.0%,69.4%,59.4%,44.1%,54.7%,43.6%,49.2%,0.96
vs Lefties,54,33,21,61.1%,72-54,57.1%,620-561,52.5%,7-3,70.0%,16,-,-,2.5%,3.4%,71.5%,60.5%,44.6%,56.0%,41.0%,49.0%,0.93
vs Top 10,78,12,66,15.4%,41-134,23.4%,662-983,40.2%,6-11,35.3%,23,-,-,1.6%,4.6%,71.6%,56.6%,43.7%,52.9%,38.3%,45.7%,0.81
