Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,3,2,1,66.7%,4-3,57.1%,35-31,53.0%,0-0,-,0,,,,,,,,,,,,QF (Torhout 100K)
2008,8,5,3,62.5%,11-6,64.7%,87-77,53.0%,1-1,50.0%,0,,,,,,,,,,,,SF (Ortisei 100K)
2007,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Bratislava 1 100K)
2001,4,3,1,75.0%,6-3,66.7%,46-31,59.7%,1-0,100.0%,0,,,,,,,,,,,,SF (West Palm 75K)
1998,13,9,4,69.2%,20-7,74.1%,137-96,58.8%,0-1,0.0%,0,,,,,,,,,,,,F (Cergy Pontoise 50K)
1997,18,13,5,72.2%,26-13,66.7%,189-161,54.0%,0-2,0.0%,0,,,,,,,,,,,,W (Bad Gogging 50K)
1996,9,4,5,44.4%,12-7,63.2%,100-77,56.5%,0-3,0.0%,0,,,,,,,,,,,,SF (Southampton 50K)
1995,18,12,6,66.7%,28-12,70.0%,213-155,57.9%,1-0,100.0%,0,,,,,,,,,,,,
1994,20,11,9,55.0%,26-20,56.5%,229-201,53.3%,3-3,50.0%,0,,,,,,,,,,,,F (ITF Mollet)
Career,94,59,35,62.8%,133-73,64.6%,1039-841,55.3%,6-10,37.5%,0,,,,,,,,,,,,
