Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Surbiton CH R64,L vs Ilkel,0% (0/10),- (0/0),0/1,22% (2/9),0% (0/2),0/0,0/0,1/2,0/0,1/1
2019 Busan CH R32,L vs Lacko,29% (4/14),50% (2/4),0/3,29% (4/14),25% (1/4),1/2,1/1,1/1,0/0,0/0
2019 Busan CH R64,W vs Kim,100% (7/7),86% (6/7),0/0,17% (1/6),100% (1/1),4/4,0/0,0/0,0/0,0/0
2019 Seoul CH R32,L vs Lacko,10% (1/10),0% (0/1),0/2,44% (4/9),50% (2/4),0/0,0/0,2/2,0/0,1/1
2019 Seoul CH R64,W vs Mukund,67% (6/9),67% (4/6),0/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2019 Nanchang CH R64,L vs Grills,10% (1/10),100% (1/1),0/3,33% (3/9),0% (0/3),0/1,0/0,2/2,0/0,1/1
2019 Anning CH R32,L vs Lopez Perez,30% (3/10),0% (0/3),0/2,44% (4/9),50% (2/4),0/0,0/0,1/1,0/0,0/0
2019 Anning CH R64,W vs Harris,21% (3/14),100% (3/3),1/2,27% (4/15),25% (1/4),3/3,2/2,0/1,1/1,0/0
2019 Taipei CH R32,L vs Kwon,20% (2/10),0% (0/2),0/2,40% (4/10),50% (2/4),0/0,0/0,2/2,0/0,1/1
2019 Taipei CH R64,W vs Balaji,38% (6/16),50% (3/6),1/1,13% (2/16),50% (1/2),2/2,1/1,2/2,0/0,0/0
2019 Zhangjiagang CH R16,L vs Zhang,43% (6/14),50% (3/6),0/3,29% (4/14),25% (1/4),2/2,0/0,3/3,0/0,1/1
2019 Zhangjiagang CH R32,W vs Safwat,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 Zhangjiagang CH R64,W vs Tokuda,13% (2/15),100% (2/2),0/1,7% (1/15),0% (0/1),2/2,2/2,1/1,1/1,0/0
2019 Zhuhai CH R64,L vs Petrovic,13% (1/8),0% (0/1),0/3,57% (4/7),0% (0/4),0/0,0/0,1/2,0/0,1/1
2019 Yokohama CH R64,W vs Uesugi,46% (6/13),67% (4/6),0/2,31% (4/13),25% (1/4),4/4,2/2,0/1,1/1,0/0
2019 Chennai CH R32,L vs Moutet,40% (6/15),67% (4/6),2/6,53% (8/15),13% (1/8),2/4,0/0,0/1,0/0,0/1
2019 Launceston CH SF,L vs Giustino,44% (7/16),43% (3/7),0/2,13% (2/16),0% (0/2),1/2,0/0,2/2,0/0,0/0
2019 Launceston CH QF,W vs Lamasine,50% (5/10),80% (4/5),1/2,20% (2/10),0% (0/2),3/4,2/2,0/0,1/1,0/0
2019 Launceston CH R16,W vs Soeda,44% (4/9),100% (4/4),1/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2019 Launceston CH R32,W vs Safwat,56% (5/9),80% (4/5),1/1,56% (5/9),80% (4/5),4/4,2/2,0/0,1/1,0/0
2019 (23 matches),,36.0%,67.0%,20.5%,28.1%,30.6%,85.5%,95.2%,76.9%,100.0%,75.0%
2018 (3 matches),,27.3%,66.7%,12.5%,39.4%,30.8%,75.0%,100.0%,66.7%,-,100.0%
2017 (8 matches),,26.7%,75.0%,25.8%,44.8%,17.9%,58.8%,0.0%,88.9%,0.0%,66.7%
2016 (13 matches),,18.8%,56.7%,13.3%,35.9%,35.7%,75.0%,62.5%,73.7%,66.7%,83.3%
2015 (13 matches),,27.7%,58.1%,10.6%,47.0%,28.2%,81.8%,33.3%,81.0%,100.0%,75.0%
Career (73 matches),,27.8%,64.9%,17.4%,37.6%,28.3%,80.6%,68.8%,77.6%,81.3%,72.7%
