Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,11,1,10,9.1%,6,3,3,50.0%,2010,2020,R128,9,0.77,4.8%,4.4%,62.4%,59.6%,48.1%,55.3%,34.6%,57.3%,36.4%
Roland Garros,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2015,2016,Q2,2,0.89,4.5%,1.9%,63.1%,67.7%,41.4%,58.0%,37.2%,40.0%,40.0%
Wimbledon,3,Grass,13,10,3,76.9%,5,4,1,80.0%,2014,2016,R64,4,0.78,5.2%,5.0%,60.2%,65.4%,52.3%,60.2%,31.1%,63.6%,41.2%
US Open,2,Hard,2,0,2,0.0%,0,0,0,-,2015,2016,Q1,0,,,,,,,,,,
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Sydney,4,Hard,4,0,4,0.0%,0,0,0,-,2012,2016,Q1,4,0.79,5.9%,7.6%,56.6%,62.0%,51.2%,57.3%,33.9%,56.8%,29.2%
Newport,2,Grass,7,5,2,71.4%,0,0,0,-,2014,2015,R16,4,1.55,11.1%,6.3%,53.7%,77.5%,59.1%,68.9%,48.1%,68.8%,65.2%
Adelaide 2,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2022,2023,Q2,3,0.93,4.7%,5.1%,59.8%,66.4%,53.2%,61.1%,36.2%,63.0%,50.0%
Washington,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2021,2022,Q2,3,0.77,7.3%,6.8%,58.0%,72.3%,34.9%,56.6%,33.3%,54.5%,38.5%
Brisbane,1,Hard,3,1,2,33.3%,0,0,0,-,2012,2012,Q2,3,0.68,5.9%,5.9%,64.1%,67.9%,39.3%,57.6%,28.8%,56.5%,14.3%
