Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,4,6,40.0%,9-13,40.9%,92-112,45.1%,2-0,100.0%,0,,,,,,,,,,,
Clay,2,0,2,0.0%,0-4,0.0%,11-25,30.6%,0-0,-,1,14.3%,25.0%,0.0%,11.1%,75.0%,37.0%,0.0%,27.8%,38.0%,33.7%,0.53
Semi-finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,
Quarter-finals,1,1,0,100.0%,2-0,100.0%,13-7,65.0%,1-0,100.0%,0,,,,,,,,,,,
vs Righties,6,2,4,33.3%,4-8,33.3%,44-63,41.1%,1-0,100.0%,1,14.3%,25.0%,0.0%,11.1%,75.0%,37.0%,0.0%,27.8%,38.0%,33.7%,0.53
