Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,14.3%,25.0%,0.0%,11.1%,75.0%,37.0%,0.0%,27.8%,38.0%,33.7%,0.53,R32 (W15 Gonesse)
2024,13,4,9,30.8%,10-19,34.5%,117-152,43.5%,2-0,100.0%,0,,,,,,,,,,,,SF (W15 Bissy-Chambery)
2023,30,14,16,46.7%,33-37,47.1%,337-331,50.4%,4-4,50.0%,0,,,,,,,,,,,,W (W15 Monastir)
2022,32,21,11,65.6%,42-25,62.7%,333-252,56.9%,1-4,20.0%,0,,,,,,,,,,,,W (2x)
2021,8,1,7,12.5%,5-14,26.3%,75-103,42.1%,0-2,0.0%,0,,,,,,,,,,,,R16 (2x)
2020,6,4,2,66.7%,8-5,61.5%,67-54,55.4%,0-1,0.0%,0,,,,,,,,,,,,QF (W15 Cairo)
2019,30,16,14,53.3%,37-31,54.4%,312-279,52.8%,1-4,20.0%,0,,,,,,,,,,,,W (2x)
2018,48,28,20,58.3%,62-45,57.9%,511-442,53.6%,5-6,45.5%,0,,,,,,,,,,,,F (Monastir $15K)
2017,49,29,20,59.2%,57-49,53.8%,513-482,51.6%,3-9,25.0%,0,,,,,,,,,,,,F (Hammamet $15K)
2016,45,27,18,60.0%,59-47,55.7%,493-451,52.2%,5-4,55.6%,0,,,,,,,,,,,,W (Antalya $10K)
2015,59,38,21,64.4%,81-53,60.4%,639-533,54.5%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2014,50,30,20,60.0%,67-48,58.3%,509-451,53.0%,1-2,33.3%,0,,,,,,,,,,,,F (Istanbul 10K)
2013,35,16,19,45.7%,35-45,43.8%,343-370,48.1%,2-3,40.0%,0,,,,,,,,,,,,F (2x)
2011,5,1,4,20.0%,3-9,25.0%,51-68,42.9%,1-1,50.0%,0,,,,,,,,,,,,R16 (Monastir 10K)
Career,411,229,182,55.7%,499-429,53.8%,4303-3980,51.9%,30-43,41.1%,1,14.3%,25.0%,0.0%,11.1%,75.0%,37.0%,0.0%,27.8%,38.0%,33.7%,0.53,
