Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Miami F,W vs Lehecka,43.6%,52.7%,60.0%,49.3%,55.6%,69.4%,81.3%,64.2%,52.9%,47.4%,50.0%,22.2%,22.2%,35.7%,1
2026 Miami QF,W vs Tiafoe,44.2%,62.8%,65.2%,51.2%,53.3%,73.3%,64.3%,63.3%,37.5%,35.7%,-,25.0%,41.7%,66.7%,37
2026 Indian Wells F,W vs Medvedev,43.1%,50.0%,69.2%,48.2%,61.7%,72.3%,77.8%,69.6%,64.7%,46.7%,-,8.7%,8.7%,61.9%,-30
2026 Indian Wells QF,W vs Tien,37.5%,37.5%,58.6%,40.0%,51.6%,51.6%,60.0%,55.5%,64.3%,52.9%,50.0%,12.5%,12.5%,57.1%,10
2026 Indian Wells R16,W vs Fonseca,34.7%,53.3%,58.3%,42.1%,50.0%,72.7%,72.7%,62.7%,47.1%,44.4%,100.0%,13.3%,26.7%,46.2%,-30
2026 Indian Wells R32,W vs Shapovalov,48.8%,60.5%,55.0%,56.0%,55.9%,70.6%,66.7%,65.0%,60.0%,36.8%,-,28.6%,28.6%,20.0%,126
2026 Doha QF,L vs Mensik,26.7%,42.2%,58.5%,35.4%,26.3%,45.6%,61.9%,40.2%,42.3%,54.8%,100.0%,28.1%,37.5%,52.2%,-33
2026 Australian Open SF,L vs Djokovic,39.1%,51.1%,57.0%,46.6%,46.0%,60.0%,63.0%,56.0%,55.8%,47.4%,50.0%,19.4%,25.8%,44.0%,13
2026 Australian Open QF,W vs Shelton,29.7%,38.5%,62.9%,37.5%,37.0%,50.0%,64.7%,50.2%,56.0%,44.8%,50.0%,20.0%,22.9%,60.7%,3
2026 Australian Open R16,W vs Darderi,36.0%,48.8%,61.8%,43.4%,45.2%,59.7%,64.7%,55.3%,33.3%,54.3%,33.3%,12.5%,20.8%,57.1%,-79
2026 Australian Open R32,W vs Spizzirri,27.3%,34.1%,43.5%,31.7%,33.0%,42.0%,47.5%,39.5%,45.5%,43.2%,60.0%,17.5%,20.0%,36.4%,57
2026 Australian Open R64,W vs Duckworth,45.5%,54.5%,57.5%,51.0%,54.0%,64.0%,69.6%,62.6%,21.7%,48.1%,0.0%,32.0%,40.0%,41.2%,33
2026 Australian Open R128,W vs Gaston,42.2%,44.4%,53.8%,46.2%,51.7%,51.7%,71.4%,57.9%,50.0%,53.3%,100.0%,25.0%,31.3%,33.3%,-79
2025 Tour Finals F,W vs Alcaraz,29.5%,39.7%,64.0%,34.6%,41.9%,60.5%,72.0%,51.2%,50.0%,61.9%,-,16.7%,16.7%,56.0%,39
2025 Tour Finals SF,W vs De Minaur,35.6%,47.5%,60.5%,43.6%,43.2%,59.1%,72.0%,53.9%,33.3%,52.2%,33.3%,13.3%,13.3%,38.5%,-79
2025 Tour Finals RR,W vs Shelton,39.7%,52.4%,57.9%,47.3%,51.1%,63.8%,60.9%,61.3%,66.7%,50.0%,-,6.3%,18.8%,53.3%,-79
2025 Tour Finals RR,W vs Zverev,38.2%,55.9%,50.0%,46.5%,52.1%,72.9%,65.2%,63.7%,42.9%,51.9%,33.3%,5.0%,15.0%,31.6%,-79
2025 Tour Finals RR,W vs Auger Aliassime,49.0%,62.7%,64.0%,57.1%,52.8%,72.2%,76.5%,64.2%,42.9%,59.1%,-,42.9%,42.9%,37.5%,22
2025 Paris F,W vs Auger Aliassime,31.1%,47.5%,80.0%,41.5%,38.6%,59.1%,85.2%,53.0%,41.2%,48.1%,-,13.3%,20.0%,69.2%,11
2025 Paris SF,W vs Zverev,45.2%,54.8%,58.8%,50.0%,61.9%,76.2%,75.0%,69.0%,62.5%,46.2%,-,10.0%,10.0%,44.4%,-79
Career (290 matches),,29.7%,40.8%,56.3%,36.0%,38.7%,52.8%,60.6%,49.1%,46.7%,53.2%,53.2%,17.1%,23.8%,51.2%,22
