Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,56,51,5,91.1%,117-15,88.6%,781-450,63.4%,15-1,93.8%,56,93.1%,31.5%,12.5%,2.1%,64.3%,81.3%,57.4%,72.8%,41.7%,56.5%,1.53
Clay,13,11,2,84.6%,30-6,83.3%,210-126,62.5%,3-3,50.0%,13,88.0%,36.8%,5.0%,0.8%,61.9%,74.1%,59.6%,68.6%,44.6%,55.9%,1.42
Grass,9,8,1,88.9%,21-5,80.8%,147-95,60.7%,1-0,100.0%,9,93.5%,26.4%,11.0%,2.3%,63.6%,80.2%,60.3%,72.9%,40.1%,55.6%,1.48
Grand Slams,27,24,3,88.9%,73-15,83.0%,503-299,62.7%,4-2,66.7%,27,91.6%,32.7%,9.9%,1.8%,61.3%,78.7%,59.0%,71.1%,42.4%,56.2%,1.47
Masters,31,28,3,90.3%,57-4,93.4%,369-206,64.2%,12-1,92.3%,31,91.7%,33.2%,12.2%,2.5%,65.3%,81.6%,57.5%,73.2%,42.7%,56.7%,1.59
Other Tours,15,13,2,86.7%,28-7,80.0%,201-126,61.5%,1-1,50.0%,15,92.7%,29.4%,10.1%,0.8%,65.8%,78.0%,59.7%,71.7%,40.9%,56.0%,1.45
Best of 5,27,24,3,88.9%,73-15,83.0%,503-299,62.7%,4-2,66.7%,27,91.6%,32.7%,9.9%,1.8%,61.3%,78.7%,59.0%,71.1%,42.4%,56.2%,1.47
Best of 3,51,46,5,90.2%,95-11,89.6%,635-372,63.1%,15-2,88.2%,51,92.7%,31.0%,11.6%,1.9%,65.8%,80.7%,57.5%,72.7%,41.7%,56.3%,1.53
Finals,11,7,4,63.6%,18-10,64.3%,152-141,51.9%,5-3,62.5%,11,85.5%,15.9%,8.4%,2.6%,59.5%,78.3%,52.1%,67.7%,35.1%,50.9%,1.09
Semi-finals,12,11,1,91.7%,27-6,81.8%,186-122,60.4%,3-0,100.0%,12,92.2%,27.2%,12.9%,1.3%,65.1%,80.3%,57.2%,72.2%,39.6%,55.3%,1.42
Quarter-finals,12,11,1,91.7%,27-2,93.1%,174-83,67.7%,1-1,50.0%,12,96.1%,38.9%,11.0%,1.4%,63.5%,81.2%,64.6%,75.1%,45.2%,59.3%,1.82
vs Righties,65,57,8,87.7%,139-24,85.3%,950-565,62.7%,15-4,78.9%,65,91.9%,31.7%,10.9%,1.9%,63.7%,79.2%,58.5%,71.7%,42.0%,56.1%,1.48
vs Lefties,13,13,0,100.0%,29-2,93.5%,188-106,63.9%,4-0,100.0%,13,93.9%,32.2%,10.6%,1.7%,64.3%,83.0%,57.0%,73.7%,42.2%,57.2%,1.60
vs Top 10,25,20,5,80.0%,51-14,78.5%,370-269,57.9%,7-3,70.0%,25,90.6%,23.5%,10.2%,1.6%,63.7%,80.0%,54.5%,70.7%,38.3%,54.0%,1.31
