Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
18-Mar-2026,Miami Masters,Hard,F,2,22,(2) Sinner d. (21) Jiri Lehecka [CZE],6-4 6-4,1.65,18.2%,1.8%,65.5%,91.7%,47.4%,3/3,1:33
18-Mar-2026,Miami Masters,Hard,SF,2,4,(2) Sinner d. (3) Alexander Zverev [GER],6-3 7-6(4),0.94,19.5%,0.0%,74.0%,78.9%,50.0%,2/2,1:53
18-Mar-2026,Miami Masters,Hard,QF,2,20,(2) Sinner d. (19) Frances Tiafoe [USA],6-2 6-2,2.43,32.6%,2.3%,69.8%,83.3%,69.2%,0/0,1:11
18-Mar-2026,Miami Masters,Hard,R16,2,40,(2) Sinner d. Alex Michelsen [USA],7-5 7-6(4),1.36,23.4%,0.0%,65.6%,90.5%,50.0%,1/2,1:41
18-Mar-2026,Miami Masters,Hard,R32,2,33,(2) Sinner d. (30) Corentin Moutet [FRA],6-1 6-4,2.18,14.6%,0.0%,79.2%,86.8%,50.0%,1/1,1:11
18-Mar-2026,Miami Masters,Hard,R64,2,76,(2) Sinner d. Damir Dzumhur [BIH],6-3 6-3,2.57,20.0%,4.4%,64.4%,89.7%,68.8%,1/1,1:10
04-Mar-2026,Indian Wells Masters,Hard,F,2,11,(2) Sinner d. (11) Daniil Medvedev [RUS],7-6(6) 7-6(4),1.54,13.9%,2.8%,65.3%,91.5%,60.0%,0/0,1:55
04-Mar-2026,Indian Wells Masters,Hard,SF,2,4,(2) Sinner d. (4) Alexander Zverev [GER],6-2 6-4,1.48,15.7%,3.9%,56.9%,82.8%,63.6%,1/1,1:23
04-Mar-2026,Indian Wells Masters,Hard,QF,2,27,(2) Sinner d. (25) Learner Tien [USA],6-1 6-2,1.88,20.8%,2.1%,62.5%,83.3%,55.6%,4/4,1:06
04-Mar-2026,Indian Wells Masters,Hard,R16,2,35,(2) Sinner d. Joao Fonseca [BRA],7-6(6) 7-6(4),1.10,20.0%,1.3%,58.7%,86.4%,51.6%,1/2,2:01
04-Mar-2026,Indian Wells Masters,Hard,R32,2,39,(2) Sinner d. Denis Shapovalov [CAN],6-3 6-2,2.09,14.0%,4.7%,76.7%,84.8%,40.0%,0/1,1:11
04-Mar-2026,Indian Wells Masters,Hard,R64,2,109,(2) Sinner d. (Q) Dalibor Svrcina [CZE],6-1 6-1,2.54,5.3%,5.3%,68.4%,80.8%,75.0%,1/1,1:04
16-Feb-2026,Doha,Hard,QF,2,16,(6) Jakub Mensik [CZE] d. (2) Sinner,7-6(3) 2-6 6-3,1.02,6.7%,1.1%,63.3%,71.9%,63.6%,2/4,2:11
16-Feb-2026,Doha,Hard,R16,2,53,(2) Sinner d. Alexei Popyrin [AUS],6-3 7-5,1.31,12.1%,0.0%,74.1%,79.1%,73.3%,0/0,1:24
16-Feb-2026,Doha,Hard,R32,2,31,(2) Sinner d. Tomas Machac [CZE],6-1 6-4,3.17,16.7%,0.0%,69.0%,86.2%,84.6%,0/0,1:10
19-Jan-2026,Australian Open,Hard,SF,2,4,(4) Novak Djokovic [SRB] d. (2) Sinner,3-6 6-3 4-6 6-4 6-4,1.28,19.5%,1.5%,75.2%,80.0%,51.5%,5/8,4:09
19-Jan-2026,Australian Open,Hard,QF,2,7,(2) Sinner d. (8) Ben Shelton [USA],6-3 6-4 6-4,1.46,5.5%,2.2%,59.3%,77.8%,64.9%,4/4,2:23
19-Jan-2026,Australian Open,Hard,R16,2,25,(2) Sinner d. (22) Luciano Darderi [ITA],6-1 6-3 7-6(2),1.69,22.1%,0.0%,72.1%,80.6%,62.5%,6/6,2:09
19-Jan-2026,Australian Open,Hard,R32,2,85,(2) Sinner d. Eliot Spizzirri [USA],4-6 6-3 6-4 6-4,0.98,12.9%,3.0%,66.7%,64.8%,43.2%,10/16,3:45
19-Jan-2026,Australian Open,Hard,R64,2,88,(2) Sinner d. (WC) James Duckworth [AUS],6-1 6-4 6-2,1.85,23.4%,2.6%,64.9%,86.0%,55.6%,3/3,1:49
19-Jan-2026,Australian Open,Hard,R128,2,93,(2) Sinner d. Hugo Gaston [FRA],6-2 6-1 0-0 RET,1.99,13.3%,0.0%,64.4%,86.2%,50.0%,3/3,1:08
