Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami Masters F,W vs Lehecka,22,18,1.2,16.7%,13.6%,12,17,0.7,10.3%,14.7%,7.8%,2.6%,0.6,12.1%,20.5%
2026 Miami Masters QF,W vs Tiafoe,36,15,2.4,37.5%,15.6%,22,14,1.6,28.9%,18.4%,19.7%,5.3%,0.7,14.6%,19.8%
2026 Indian Wells Masters F,W vs Medvedev,28,33,0.8,17.6%,20.8%,18,31,0.6,13.0%,22.5%,9.4%,3.6%,0.5,9.4%,18.2%
2026 Indian Wells Masters QF,W vs Tien,25,12,2.1,25.8%,12.4%,15,11,1.4,19.5%,14.3%,5.2%,5.2%,0.6,18.6%,32.0%
2026 Indian Wells Masters R16,W vs Fonseca,40,25,1.6,25.6%,16.0%,25,24,1.0,19.7%,18.9%,16.5%,2.4%,1.1,17.9%,16.0%
2026 Indian Wells Masters R32,W vs Shapovalov,29,10,2.9,29.3%,10.1%,23,8,2.9,28.0%,9.8%,6.1%,3.7%,0.8,23.2%,28.3%
2026 Doha QF,L vs Mensik,23,29,0.8,13.1%,16.6%,17,28,0.6,11.1%,18.3%,9.2%,0.7%,0.8,16.6%,21.7%
2026 Australian Open SF,L vs Djokovic,68,28,2.4,23.3%,9.6%,42,26,1.6,16.9%,10.4%,10.8%,6.0%,1.6,14.0%,8.6%
2026 Australian Open QF,W vs Shelton,34,21,1.6,17.6%,10.9%,29,19,1.5,16.7%,10.9%,11.5%,4.0%,0.8,18.1%,22.3%
2026 Australian Open R16,W vs Darderi,46,18,2.6,25.1%,9.8%,27,18,1.5,18.2%,12.2%,14.2%,4.1%,1.1,18.0%,16.4%
2026 Australian Open R32,W vs Spizzirri,54,47,1.1,22.5%,19.6%,37,43,0.9,17.6%,20.5%,11.9%,5.7%,1.3,14.2%,11.3%
2026 Australian Open R64,W vs Duckworth,30,17,1.8,19.4%,11.0%,12,15,0.8,9.8%,12.3%,5.7%,4.1%,0.5,14.2%,27.1%
2026 Australian Open R128,W vs Gaston,18,15,1.2,19.6%,16.3%,12,15,0.8,14.0%,17.4%,10.5%,3.5%,0.6,9.8%,16.3%
2025 Tour Finals F,W vs Alcaraz,37,24,1.5,24.7%,16.0%,29,19,1.5,22.0%,14.4%,10.6%,2.3%,1.3,27.3%,21.3%
2025 Tour Finals SF,W vs De Minaur,29,27,1.1,19.7%,18.4%,22,27,0.8,16.9%,20.8%,9.2%,7.7%,0.7,12.9%,19.0%
2025 Tour Finals RR,W vs Zverev,28,8,3.5,23.3%,6.7%,16,8,2.0,15.8%,7.9%,13.9%,2.0%,1.4,14.2%,10.0%
2025 Tour Finals RR,W vs Shelton,30,13,2.3,23.3%,10.1%,19,13,1.5,17.3%,11.8%,10.0%,4.5%,1.4,17.1%,12.4%
2025 Tour Finals RR,W vs Auger Aliassime,16,14,1.1,13.1%,11.5%,12,13,0.9,11.3%,12.3%,5.7%,5.7%,0.6,13.9%,23.8%
2025 Paris Masters F,W vs Auger Aliassime,37,15,2.5,27.6%,11.2%,31,13,2.4,26.7%,11.2%,14.7%,1.7%,1.2,25.4%,21.6%
2025 Paris Masters SF,W vs Zverev,29,10,2.9,36.3%,12.5%,21,10,2.1,30.0%,14.3%,18.6%,2.9%,0.5,13.8%,27.5%
Career (305 matches),,8387,8047,1.0,17.1%,16.4%,6461,7452,0.9,14.8%,17.0%,9.1%,3.8%,0.7,14.3%,19.6%
