Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,308,251,57,81.5%,564-177,76.1%,4168-2986,58.3%,84-31,73.0%,297,87.8%,27.8%,8.9%,2.5%,60.8%,76.6%,55.6%,68.4%,40.4%,54.0%,1.28
Clay,91,65,26,71.4%,163-74,68.8%,1273-961,57.0%,14-17,45.2%,89,81.1%,32.9%,4.6%,2.4%,60.0%,71.2%,54.2%,64.4%,42.5%,53.2%,1.20
Grass,39,29,10,74.4%,82-38,68.3%,666-522,56.1%,12-10,54.5%,39,89.5%,21.9%,9.7%,2.8%,60.9%,78.6%,57.8%,70.5%,37.9%,53.3%,1.28
Grand Slams,113,92,21,81.4%,298-100,74.9%,2201-1540,58.8%,30-14,68.2%,113,86.8%,29.9%,7.8%,2.8%,59.9%,75.9%,56.3%,68.0%,41.6%,54.3%,1.30
Masters,141,109,32,77.3%,220-80,73.3%,1681-1225,57.8%,31-19,62.0%,135,85.8%,29.1%,8.0%,2.7%,60.5%,76.0%,54.7%,67.6%,40.8%,53.7%,1.26
Other Tours,154,117,37,76.0%,242-99,71.0%,1891-1482,56.1%,43-24,64.2%,149,86.1%,25.2%,7.8%,2.2%,61.1%,74.7%,55.2%,67.2%,39.3%,53.0%,1.20
Best of 5,113,92,21,81.4%,298-100,74.9%,2201-1540,58.8%,30-14,68.2%,113,86.8%,29.9%,7.8%,2.8%,59.9%,75.9%,56.3%,68.0%,41.6%,54.3%,1.30
Best of 3,325,253,72,77.8%,511-189,73.0%,3906-2929,57.1%,80-44,64.5%,312,86.4%,27.4%,8.2%,2.4%,61.1%,75.6%,55.1%,67.6%,40.0%,53.5%,1.24
Finals,36,27,9,75.0%,61-26,70.1%,488-415,54.0%,17-6,73.9%,35,86.5%,20.1%,7.8%,2.5%,59.9%,75.8%,54.9%,67.4%,36.6%,51.9%,1.12
Semi-finals,48,36,12,75.0%,85-35,70.8%,672-511,56.8%,15-6,71.4%,48,87.0%,25.3%,9.1%,2.2%,60.8%,75.5%,56.2%,67.9%,39.7%,53.5%,1.24
Quarter-finals,64,44,20,68.8%,107-49,68.6%,837-656,56.1%,15-9,62.5%,62,85.0%,26.3%,8.1%,2.6%,60.2%,75.9%,53.9%,67.2%,39.8%,53.1%,1.21
vs Righties,395,310,85,78.5%,728-266,73.2%,5524-4067,57.6%,99-54,64.7%,382,86.6%,28.0%,8.0%,2.5%,60.5%,75.6%,55.5%,67.6%,40.5%,53.7%,1.25
vs Lefties,43,35,8,81.4%,81-23,77.9%,583-402,59.2%,11-4,73.3%,43,86.1%,30.5%,8.4%,2.4%,62.6%,76.8%,55.6%,68.9%,41.2%,54.5%,1.32
vs Top 10,99,62,37,62.6%,163-104,61.0%,1406-1221,53.5%,28-22,56.0%,99,84.1%,22.2%,7.8%,2.3%,61.1%,74.3%,53.7%,66.3%,37.5%,51.8%,1.11
