Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami F,W vs Lehecka,71.4%,54.5%,2.6%,1/1,2.19,26.7%,61.5%,46.9%,1.9%,1.92,50.0%,92.0%,65.2%,4.0%,2.43,0.0%
2026 Miami QF,W vs Tiafoe,71.7%,68.4%,1.9%,1/0,2.03,26.1%,71.1%,66.7%,2.6%,2.09,42.9%,78.6%,72.7%,0.0%,1.94,0.0%
2026 Indian Wells F,W vs Medvedev,72.4%,38.1%,0.0%,0/0,2.20,23.1%,60.4%,37.9%,0.0%,2.09,50.0%,91.9%,38.2%,0.0%,2.29,0.0%
2026 Indian Wells QF,W vs Tien,67.3%,60.6%,2.0%,0/1,2.30,17.2%,72.4%,71.4%,0.0%,2.39,33.3%,80.0%,41.7%,6.7%,2.21,0.0%
2026 Indian Wells R16,W vs Fonseca,64.2%,42.3%,1.2%,0/1,1.99,18.8%,59.6%,44.1%,0.0%,1.86,40.9%,85.7%,38.9%,4.8%,2.10,0.0%
2026 Indian Wells R32,W vs Shapovalov,62.5%,65.7%,1.8%,1/0,2.53,40.0%,67.6%,56.5%,0.0%,2.36,53.3%,80.0%,83.3%,6.7%,3.00,0.0%
2026 Doha QF,L vs Mensik,64.7%,41.8%,4.7%,1/3,2.18,21.5%,58.3%,31.4%,1.7%,2.10,33.3%,95.2%,60.0%,14.3%,2.33,0.0%
2026 Australian Open SF,L vs Djokovic,69.2%,47.3%,2.5%,4/0,2.55,15.2%,64.3%,44.4%,2.7%,2.48,22.2%,86.4%,52.6%,2.3%,2.70,0.0%
2026 Australian Open QF,W vs Shelton,68.6%,54.3%,1.0%,1/0,2.25,1.6%,65.7%,47.8%,1.4%,2.13,2.9%,82.8%,66.7%,0.0%,2.39,0.0%
2026 Australian Open R16,W vs Darderi,62.9%,57.4%,5.2%,3/2,2.42,21.8%,52.7%,51.7%,3.6%,2.24,35.3%,86.5%,62.5%,8.1%,2.70,0.0%
2026 Australian Open R32,W vs Spizzirri,75.9%,51.2%,2.8%,0/3,2.32,3.3%,74.3%,46.2%,1.4%,2.27,5.1%,85.7%,60.0%,5.7%,2.39,0.0%
2026 Australian Open R64,W vs Duckworth,63.3%,64.0%,2.5%,1/1,2.38,5.1%,57.1%,53.6%,4.1%,2.25,9.1%,88.0%,77.3%,0.0%,2.53,0.0%
2026 Australian Open R128,W vs Gaston,89.4%,59.5%,4.3%,1/1,2.35,23.1%,87.0%,45.0%,0.0%,2.04,35.7%,91.7%,72.7%,8.3%,2.71,8.3%
2025 Tour Finals F,W vs Alcaraz,75.0%,42.6%,1.4%,0/1,2.49,18.0%,71.4%,37.1%,0.0%,2.31,32.0%,82.6%,52.6%,4.3%,2.66,4.0%
2025 Tour Finals SF,W vs De Minaur,71.6%,60.3%,0.0%,0/0,1.57,7.9%,61.7%,62.1%,0.0%,1.70,12.0%,87.5%,60.0%,0.0%,1.31,0.0%
2025 Tour Finals RR,W vs Shelton,68.2%,44.4%,3.0%,1/1,2.72,26.3%,61.7%,37.9%,0.0%,2.63,39.1%,94.1%,56.3%,11.8%,2.87,6.7%
2025 Tour Finals RR,W vs Zverev,67.3%,51.4%,7.7%,2/2,2.37,11.9%,62.8%,44.4%,9.3%,2.54,21.7%,88.9%,75.0%,0.0%,2.16,0.0%
2025 Tour Finals RR,W vs Auger Aliassime,69.0%,61.2%,0.0%,0/0,2.44,24.0%,61.7%,58.6%,0.0%,2.62,35.3%,90.9%,65.0%,0.0%,2.06,0.0%
2025 Paris F,W vs Auger Aliassime,67.1%,42.9%,1.4%,0/1,2.13,15.0%,59.6%,32.1%,2.1%,1.94,22.2%,87.5%,57.1%,0.0%,2.50,0.0%
2025 Paris SF,W vs Zverev,85.7%,71.4%,0.0%,0/0,2.03,23.5%,78.8%,65.4%,0.0%,2.31,50.0%,100.0%,81.3%,0.0%,1.78,0.0%
Career (290 matches),,70.3%,52.4%,2.7%,56.1%,2.20,14.4%,66.2%,48.5%,1.8%,2.17,23.6%,86.2%,58.0%,4.8%,2.23,3.2%
