Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,32,27,5,84.4%,9,8,1,88.9%,2020,2026,W,32,1.34,9.2%,2.3%,62.9%,76.7%,56.1%,69.1%,41.5%,69.1%,43.1%
Roland Garros,6,Clay,28,22,6,78.6%,11,5,6,45.5%,2020,2025,F,28,1.27,5.3%,2.3%,61.0%,72.8%,56.2%,66.3%,43.0%,64.2%,47.1%
Wimbledon,6,Grass,25,20,5,80.0%,11,8,3,72.7%,2019,2025,W,25,1.34,9.5%,3.0%,59.9%,78.9%,58.5%,70.7%,39.2%,66.9%,39.8%
US Open,7,Hard,32,26,6,81.3%,15,11,4,73.3%,2019,2025,W,32,1.25,7.6%,3.9%,55.4%,75.9%,54.1%,66.2%,42.4%,67.9%,42.1%
Davis Cup,4,,13,12,1,92.3%,3,3,0,100.0%,2021,2024,,11,1.43,10.5%,2.2%,64.4%,76.5%,57.1%,69.6%,43.4%,61.8%,57.5%
Miami Masters,5,Hard,28,25,3,89.3%,8,6,2,75.0%,2021,2026,W,28,1.29,9.8%,2.7%,63.7%,76.6%,53.5%,68.2%,41.1%,70.3%,44.8%
Indian Wells Masters,5,Hard,22,18,4,81.8%,9,8,1,88.9%,2021,2026,W,20,1.37,9.2%,2.9%,58.9%,78.9%,56.9%,69.8%,41.3%,69.9%,40.3%
Tour Finals,4,Hard,17,15,2,88.2%,7,4,3,57.1%,2021,2025,W,17,1.24,12.2%,1.3%,63.2%,79.7%,55.1%,70.6%,36.5%,76.8%,41.2%
Paris Masters,4,Hard,9,6,3,66.7%,3,1,2,33.3%,2021,2025,W,8,1.41,7.4%,3.1%,63.5%,78.9%,58.9%,71.6%,40.0%,52.4%,43.6%
Vienna,6,Hard,21,17,4,81.0%,6,5,1,83.3%,2019,2025,W,21,1.32,8.7%,1.8%,65.6%,76.4%,57.0%,69.7%,39.9%,71.3%,40.9%
Shanghai Masters,3,Hard,11,9,2,81.8%,6,4,2,66.7%,2023,2025,W,11,1.34,11.8%,1.0%,68.1%,78.6%,57.1%,71.8%,37.9%,78.9%,42.9%
