Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Elsa Jacquemot [FRA],3,2,60.0%,1,0,1,0.0%,2023,2025,1,0.74,1.5%,4.5%,68.7%,45.7%,33.3%,41.8%,43.1%,46.2%,80.0%
5,Jessika Ponchet [FRA],1,4,20.0%,0,0,0,-,2023,2025,1,0.65,0.0%,9.6%,69.9%,47.1%,36.4%,43.8%,36.4%,68.4%,100.0%
5,Julia Avdeeva [RUS],2,3,40.0%,0,0,0,-,2023,2024,1,0.67,5.5%,10.9%,67.3%,45.9%,38.9%,43.6%,38.0%,40.0%,50.0%
5,Emma Lene [FRA],5,0,100.0%,0,0,0,-,2019,2024,0,,,,,,,,,,
4,Jenny Lim [FRA],3,1,75.0%,2,0,2,0.0%,2022,2026,2,1.01,3.1%,7.8%,69.9%,58.5%,39.7%,52.8%,47.8%,62.1%,52.0%
3,Amandine Monnot [FRA],1,2,33.3%,0,0,0,-,2021,2026,1,0.55,1.4%,5.8%,73.9%,51.0%,33.3%,46.4%,29.5%,61.5%,16.7%
3,Lina Glushko [ISR],3,0,100.0%,0,0,0,-,2020,2026,1,1.54,1.8%,3.6%,81.8%,71.1%,40.0%,65.5%,53.2%,33.3%,35.7%
3,Marine Szostak [FRA],3,0,100.0%,0,0,0,-,2021,2025,1,1.27,4.3%,14.9%,53.2%,68.0%,50.0%,59.6%,51.2%,50.0%,75.0%
3,Tiphanie Fiquet [FRA],2,1,66.7%,0,0,0,-,2023,2025,3,1.10,0.9%,4.2%,71.2%,58.9%,47.5%,55.7%,49.0%,47.8%,63.0%
3,Alice Tubello [FRA],1,2,33.3%,0,0,0,-,2021,2025,1,0.54,2.1%,6.3%,68.8%,45.5%,53.3%,47.9%,28.3%,42.9%,0.0%
3,Jana Fett [CRO],1,2,33.3%,0,0,0,-,2019,2025,1,0.89,0.0%,9.9%,73.2%,44.2%,36.8%,42.3%,51.4%,46.7%,46.2%
3,Emeline Dartron [FRA],2,1,66.7%,1,1,0,100.0%,2023,2024,0,,,,,,,,,,
3,Sarah Iliev [FRA],3,0,100.0%,0,0,0,-,2022,2024,0,,,,,,,,,,
3,Diana Martynov [FRA],2,1,66.7%,1,0,1,0.0%,2022,2024,1,1.62,8.5%,2.1%,61.7%,82.8%,50.0%,70.2%,48.2%,100.0%,50.0%
3,Audrey Albie [FRA],1,2,33.3%,1,0,1,0.0%,2021,2023,0,,,,,,,,,,
