Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.65,14.9%,4.5%,62.7%,59.5%,40.0%,52.2%,31.3%,20.0%,50.0%
Roland Garros,3,Clay,6,3,3,50.0%,4,1,3,25.0%,2023,2025,Q2,6,1.01,3.0%,7.3%,68.6%,56.6%,40.3%,51.5%,49.1%,51.3%,57.8%
US Open,1,Hard,1,0,1,0.0%,1,0,1,0.0%,2024,2024,Q1,1,1.11,2.2%,7.5%,68.8%,70.3%,55.2%,65.6%,38.3%,75.0%,27.3%
Contrexeville 125,3,Clay,5,2,3,40.0%,0,0,0,-,2022,2025,QF,5,0.94,4.0%,9.0%,66.8%,62.7%,33.0%,52.8%,44.6%,51.4%,44.7%
Rouen,2,Clay,4,2,2,50.0%,0,0,0,-,2024,2025,R32,4,1.02,1.6%,4.9%,72.8%,64.4%,47.0%,59.7%,41.2%,68.6%,59.1%
Saint Malo 125,2,Clay,4,1,3,25.0%,1,0,1,0.0%,2023,2024,R32,4,0.84,3.8%,9.2%,60.4%,57.9%,38.0%,50.0%,42.2%,51.1%,48.4%
