Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Rouen R32,L vs Ponchet,9.6%,17.8%,42.4%,9.8%,19.6%,41.3%,22.2%,29.2%,36.4%,13.3%,20.0%,46.2%,40.0%,0.0%,0.0%,-14
2023 ITF Lousada F,W vs Ciric Bagaric,12.3%,21.5%,56.9%,14.0%,25.6%,56.8%,90.5%,27.3%,75.0%,12.5%,18.8%,57.1%,100.0%,10.0%,-,-14
2023 Roland Garros Q1,L vs Kenin,25.7%,33.8%,42.3%,23.3%,37.2%,51.5%,81.0%,13.6%,0.0%,32.1%,32.1%,26.3%,69.2%,0.0%,0.0%,13
Last 52 Weeks (1 matches),,9.6%,17.8%,42.4%,9.8%,19.6%,41.3%,22.2%,29.2%,36.4%,13.3%,20.0%,46.2%,40.0%,0.0%,0.0%,-14
Career (3 matches),,16.0%,24.5%,46.9%,15.3%,27.0%,49.1%,60.9%,23.5%,35.0%,22.0%,25.4%,41.3%,70.8%,2.9%,0.0%,81
