Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),143,431,160,1626,156,1579,120,1615,181,1470,,,,
2025,138,441,156,1623,154,1575,123,1613,180,1468,,,,
2024,108,570,147,1629,203,1499,112,1618,176,1480,477,107,,
2023,200,304,262,1483,268,1423,215,1475,202,1426,,,,
2022,119,473,155,1621,176,1532,142,1578,,,,,,
2021,605,48,,,,,,,,,,,,
2020,981,11,,,,,,,,,1251,15,,
2019,1094,7,,,,,,,,,1330,11,,
