Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Montemar CH R32,L vs Budkov Kjaer,21% (3/14),67% (2/3),1/3,50% (7/14),43% (3/7),2/2,1/1,0/1,0/0,0/1
2022 Rome R64,L vs Garin,38% (3/8),100% (3/3),2/5,89% (8/9),13% (1/8),1/3,0/0,0/2,0/0,0/1
2019 M15 Gubbio R32,W vs Bresciani,75% (6/8),83% (5/6),1/1,44% (4/9),75% (3/4),4/5,2/2,0/0,1/1,0/0
2019 Rome CH R64,L vs Bonadio,22% (2/9),50% (1/2),1/3,67% (6/9),33% (2/6),1/1,0/0,1/2,0/0,1/1
2019 M15 Murcia R32,L vs Hemery,22% (2/9),50% (1/2),1/3,60% (6/10),33% (2/6),0/1,0/0,1/2,0/0,0/1
2019 M15 Sharm El Sheikh R32,L vs Lakat,0% (0/8),- (0/0),0/3,50% (4/8),0% (0/4),0/0,0/0,1/2,0/0,1/1
2019 M15 Sharm El Sheikh R32,L vs Wu,0% (0/7),- (0/0),0/4,63% (5/8),0% (0/5),0/0,0/0,0/1,0/0,0/1
2024 (1 matches),,21.4%,66.7%,33.3%,50.0%,42.9%,100.0%,100.0%,0.0%,-,0.0%
2022 (1 matches),,37.5%,100.0%,40.0%,88.9%,12.5%,33.3%,-,0.0%,-,0.0%
2019 (5 matches),,24.4%,70.0%,21.4%,56.8%,28.0%,71.4%,100.0%,42.9%,100.0%,50.0%
Career (7 matches),,25.4%,75.0%,27.3%,59.7%,27.5%,66.7%,100.0%,30.0%,100.0%,33.3%
