Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,12,3,9,25.0%,10-19,34.5%,125-150,45.5%,2-0,100.0%,12,75.7%,11.4%,7.1%,4.2%,64.5%,68.0%,51.9%,62.3%,32.8%,47.6%,0.87
Clay,23,9,14,39.1%,25-33,43.1%,274-295,48.2%,4-7,36.4%,23,76.1%,20.4%,5.0%,3.7%,62.9%,68.6%,50.9%,62.1%,35.4%,48.9%,0.93
Grand Slams,4,1,3,25.0%,6-9,40.0%,71-80,47.0%,1-1,50.0%,4,76.3%,18.4%,6.5%,4.4%,64.6%,69.4%,48.2%,61.9%,34.3%,48.3%,0.90
Masters,8,4,4,50.0%,10-11,47.6%,101-108,48.3%,2-3,40.0%,8,76.9%,19.0%,6.0%,3.7%,61.3%,70.9%,49.2%,62.5%,35.6%,49.1%,0.95
Other Tours,23,7,16,30.4%,19-32,37.3%,227-257,46.9%,3-3,50.0%,23,75.4%,16.2%,5.4%,3.8%,64.0%,67.2%,53.0%,62.1%,34.2%,48.2%,0.90
Best of 5,7,2,5,28.6%,9-12,42.9%,92-101,47.7%,1-1,50.0%,7,74.8%,15.7%,6.6%,4.5%,65.5%,67.5%,49.2%,61.2%,34.1%,47.8%,0.88
Best of 3,28,10,18,35.7%,26-40,39.4%,307-344,47.2%,5-6,45.5%,28,76.3%,17.8%,5.4%,3.7%,62.8%,68.7%,51.9%,62.5%,34.7%,48.7%,0.92
vs Righties,32,11,21,34.4%,31-48,39.2%,362-410,46.9%,6-6,50.0%,32,75.8%,16.3%,5.7%,3.9%,63.3%,68.6%,51.5%,62.3%,34.2%,48.4%,0.91
vs Lefties,3,1,2,33.3%,4-4,50.0%,37-35,51.4%,0-1,0.0%,3,77.1%,27.8%,5.5%,3.2%,65.0%,66.0%,48.7%,59.9%,38.5%,49.4%,0.96
vs Top 10,1,1,0,100.0%,1-0,100.0%,7-5,58.3%,0-0,-,1,100.0%,28.6%,12.8%,0.0%,56.4%,72.7%,70.6%,71.8%,40.7%,53.8%,1.44
