Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2024 Montemar CH R32,L vs Budkov Kjaer,91% (10/11),25% (2/8),1/1,0/0,50% (4/8),0/2,0/1,60% (3/5),17% (1/6)
2022 Rome R64,L vs Garin,33% (2/6),33% (3/9),0/0,0/0,42% (5/12),0/2,0/1,- (0/0),- (0/0)
2019 M15 Gubbio R32,W vs Bresciani,64% (7/11),31% (5/16),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 Rome CH R64,L vs Bonadio,45% (5/11),33% (1/3),0/0,0/0,69% (9/13),3/5,2/3,- (0/0),- (0/0)
2019 M15 Murcia R32,L vs Hemery,55% (6/11),50% (1/2),0/0,0/0,64% (7/11),3/5,2/3,- (0/0),- (0/0)
2019 M15 Sharm El Sheikh R32,L vs Lakat,67% (4/6),- (0/0),0/0,0/0,0% (0/4),2/4,2/3,- (0/0),- (0/0)
2019 M15 Sharm El Sheikh R32,L vs Wu,50% (3/6),- (0/0),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2024 (1 matches),,90.9%,25.0%,100.0%,-,50.0%,0.0%,0.0%,60.0%,16.7%
2022 (1 matches),,33.3%,33.3%,-,-,41.7%,0.0%,0.0%,-,-
2019 (5 matches),,55.6%,33.3%,100.0%,100.0%,53.8%,50.0%,60.0%,-,-
Career (7 matches),,59.7%,31.6%,100.0%,100.0%,50.8%,40.0%,50.0%,60.0%,16.7%
