Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Montemar CH R32,L vs Budkov Kjaer,1.10,0.78,62.4,2.8,2.3%,56.8%,2.4%,57.1%,23.5%,39.0%
2022 Rome R64,L vs Garin,1.02,0.73,49.8,2.1,0.0%,41.9%,0.0%,39.3%,46.4%,38.5%
2019 M15 Gubbio R32,W vs Bresciani,1.04,1.41,43.7,2.1,-,61.3%,-,59.3%,41.7%,64.9%
2019 Rome CH R64,L vs Bonadio,0.96,0.59,40.8,2.3,0.0%,46.2%,5.1%,59.0%,33.3%,24.0%
2019 M15 Murcia R32,L vs Hemery,0.87,0.62,42.1,2.4,0.0%,48.5%,0.0%,57.6%,48.1%,16.7%
2019 M15 Sharm El Sheikh R32,L vs Lakat,0.73,0.36,30.2,2.1,0.0%,47.8%,0.0%,57.1%,21.7%,25.0%
2019 M15 Sharm El Sheikh R32,L vs Wu,0.77,0.28,25.4,2.0,0.0%,26.1%,9.5%,52.4%,25.0%,18.8%
2024 (1 matches),,1.10,0.78,62.4,2.8,2.3%,56.8%,2.4%,57.1%,23.5%,39.0%
2022 (1 matches),,1.02,0.73,49.8,2.1,0.0%,41.9%,0.0%,39.3%,46.4%,38.5%
2019 (5 matches),,0.90,0.65,37.8,2.2,0.0%,47.0%,2.8%,57.4%,35.3%,34.4%
Career (7 matches),,0.96,0.69,44.7,2.2,0.4%,48.2%,2.4%,55.0%,34.0%,36.0%
